Gene.names	log2ratio	pValue
NPM1	-1.25866458788421	0.0175951273079163
DLD	0.350565354270046	0.0178318976170806
SQLE	-0.396300392211892	0.0180653261960141
PSMD8	0.395734504730168	0.0178843625364618
RTF1	0.759272642636969	0.0178843625364618
ZCCHC17	0.573623109441918	0.0185257463739241
BASP1	0.483293960451462	0.0185257463739241
DNMT3A	0.448444465147357	0.0185257463739241
ATP6V0A1	0.389528487209692	0.0185257463739241
FXR1	0.371162223919328	0.0185257463739241
FUBP1	0.482284113337453	0.018604556976679
COMT	-1.82244832044462	0.0187771935530098
KIAA1211	0.542952735010608	0.0186744830914413
ITGB1	0.322693689777413	0.0186744830914413
SNRPD2	0.297838115242975	0.0186744830914413
C19orf70	-1.40581968038531	0.0188449702879118
SMARCE1	0.378316368400512	0.0186744830914413
HMGB2	0.33532958397543	0.0186744830914413
PDCD5	0.381976667014392	0.0186744830914413
GTF2F2	0.458285424658662	0.0186744830914413
RAD50	0.366409564530702	0.0186744830914413
ZC3H18	0.395759138746079	0.0186744830914413
EML1	0.6356395258553	0.0186744830914413
HIST1H1B	0.473903556770018	0.0186744830914413
AKR1A1	0.340825704480299	0.0187771935530098
OTUB1	0.267443573971612	0.0187771935530098
ARMCX3	0.523667097886189	0.0187771935530098
HMGA2	0.599282439235029	0.0191265012641674
SEPT11	0.325379886883447	0.0191346696325193
SEPT5	0.45706503493372	0.0192296345343851
LBR	0.337890154493675	0.0192514611611691
RPS10	0.580478011874028	0.0192514611611691
RAB3GAP2	0.521324579404684	0.0192514611611691
EMG1	-0.669193103632587	0.0197058003500469
LSM12	0.619149266228465	0.0192514611611691
DLAT	0.317863669920012	0.0192514611611691
HYPK	-1.70207625910654	0.0197058003500469
UBE2R2	0.385133294089517	0.0192514611611691
PDCL3	0.454782101384314	0.0192514611611691
PRKAR2A	-0.60901602744493	0.0192514611611691
TUBB8	-2.70291832536837	0.0192514611611691
EIF2S3	0.258211915149428	0.0192514611611691
PSMA2	-0.522867569975137	0.0192514611611691
KLC4	0.444861351211205	0.0192514611611691
GNS	0.301030996841742	0.0192514611611691
PTPN11	0.418762873365729	0.0192514611611691
SON	0.390425971279047	0.0195664208157829
TXLNA	0.468313391922297	0.0195664208157829
TRIM33	0.480827538304069	0.0195664208157829
IGF2BP3	0.235552524042127	0.0195664208157829
SAE1	0.402103599270728	0.0197058003500469
CCAR1	0.402965574638859	0.0197058003500469
SGTA	0.293198969446049	0.0197058003500469
NUDC	0.331687200975384	0.0197058003500469
HN1	0.321571649425582	0.0197058003500469
IGF2BP1	0.267098735008847	0.0197058003500469
RPS28	0.507362813915268	0.0197058003500469
CASP3	0.432919516277249	0.0197058003500469
PPM1G	0.432139715743467	0.0197058003500469
PSMD4	0.311604306514596	0.0197058003500469
VTA1	0.268624900909916	0.0197058003500469
FLYWCH2	0.511952428437581	0.0202350707858294
WDR7	0.423604241897198	0.0208890900611387
EEF1A1	-0.935398103403617	0.0202350707858294
CPD	0.364812695041643	0.0204908689650202
COL3A1	0.45070981884626	0.0205154568973611
RUVBL2	0.296334972566964	0.0205154568973611
OAT	0.344177813862132	0.0205154568973611
SOX11	0.743885925069229	0.0205154568973611
SEPTIN3	0.395484767599353	0.0207077181733063
NUP93	0.37342129808944	0.0207077181733063
TCEB2	0.500535608013493	0.0207077181733063
DHX38	0.420917775596475	0.0207077181733063
HADH	-0.722945445245969	0.0209100515287099
GATAD2B	0.420079529537794	0.021316256071419
FAM50A	0.528217287106472	0.021316256071419
NAP1L1	-1.23804659321057	0.0219601609256402
ARHGAP21	0.311772769357514	0.0216323888752138
MAP2K2	0.321361291854632	0.0216326267531832
ALDH6A1	0.333756056934639	0.0216761264772101
SNRPB	0.325211458785393	0.0216761264772101
CYC1	-0.343008116248988	0.0217118702670199
COX4I1	0.337947713823052	0.0218547162900317
RNF40	0.483655953793136	0.0219601609256402
NLN	0.439659917901118	0.0219601609256402
NSFL1C	0.376996590701971	0.0219601609256402
SRPRB	0.557507508317482	0.0219601609256402
TBCB	0.369066173820592	0.0219601609256402
RAB6A	-1.28061002898022	0.0228362318279026
SNCG	0.646672482111295	0.022010093321855
CHCHD2	0.502970170103673	0.022010093321855
CS	0.329343165814553	0.022010093321855
CPSF7	0.359472791758911	0.022010093321855
DPP3	0.289051478769061	0.0220587725455806
PGAM5	0.710601770341793	0.0220587725455806
MAPRE3	0.524218917367222	0.0220736845247783
RPLP1	-0.494243553592117	0.0223196023294875
CLASP1	0.284051919664641	0.0223482844251757
PSMC2	0.317614511424853	0.0223482844251757
PAFAH1B1	0.307203837063625	0.0224601225233664
ISY1	0.39219413273112	0.0224862199867384
RAB3A	0.468071418070792	0.0228787759843349
GNAI1	0.495141501534484	0.0228787759843349
DECR1	0.339096966178335	0.0228787759843349
PPP2R2A	0.367395079897303	0.0230355083043463
MRPS27	0.651075923693167	0.0248133417265978
HDHD5	-0.811238594017826	0.0235413752697407
MESDC2	0.397041912591835	0.0234623087604517
MRPS7	-0.586742851804374	0.0246677917423948
IPO5	-0.330650857896067	0.0234623087604517
USP24	0.388478870254104	0.0234623087604517
VARS	0.247403799121869	0.0235982670961342
ADD1	0.311078088479469	0.0237946800594286
BZW2	0.264955815784241	0.0237946800594286
KALRN	0.516151367749167	0.025232562670415
YTHDF2	0.506510193074455	0.0239620815558323
CRMP1	1.12306792402067	0.0250445514374372
ZMYM2	0.408323775520046	0.0239722667639782
RELCH	-0.773159517887233	0.0253279707192773
FAHD1	-0.369035945993161	0.0244164293783328
CHTOP	0.271626026084462	0.0246677917423948
TRA2B	-0.714031001864463	0.0246677917423948
EPRS	0.245003628424939	0.0246677917423948
CTTN	0.495055510825704	0.0246677917423948
SNX2	0.385664801566556	0.0247600696982511
CKAP4	0.274923376063342	0.0249402951242732
SSR1	-0.918531149496225	0.0255519850349355
WBP11	0.356930884598356	0.0251323957711537
ERO1A	0.332391560032274	0.0252824603625803
CAT	0.343416423296357	0.0252824603625803
UBA6	0.2835774837556	0.0252824603625803
SNX27	0.458569660787603	0.0252824603625803
MDH1	0.283335823709645	0.0252824603625803
SEC23B	0.291613484682987	0.0253797234905874
RSF1	0.41456384849058	0.0255202029522176
DARS	0.288018322374807	0.0255202029522176
PABPC4	0.435667387976775	0.0255202029522176
PMPCB	0.33362907806417	0.0255202029522176
CUL1	0.25745703758195	0.0255202029522176
SRSF6	0.440987174678373	0.0255202029522176
TIMM8A	0.589880714951022	0.0255202029522176
TWF1	0.327478536612109	0.0255519850349355
VAV2	-0.561274046429226	0.0255519850349355
STAU2	0.479037221803065	0.0255519850349355
RBM5	0.26717672011354	0.0255519850349355
CSRP2	0.485802567062951	0.0255519850349355
NOP56	0.354732660592852	0.0255519850349355
ATXN10	0.328244486601921	0.0255519850349355
ATCAY	0.684454467990513	0.0255519850349355
AFG3L2	0.780844166822639	0.0255542460301436
NUP37	0.439797146712067	0.0255519850349355
LUC7L2	0.440993943007172	0.0255519850349355
SF3A1	0.316965881309876	0.0255519850349355
RPL35A	0.632788085339559	0.0255519850349355
PRR36	0.398030687519402	0.0255542460301436
PSMB3	-0.35197919968461	0.0255542460301436
PSMA6	0.329526773782462	0.0255542460301436
RANGAP1	0.284359832023785	0.0255542460301436
HSD17B12	-0.528991053814707	0.0257413660902575
PSMB2	0.461819986855826	0.0257696789350496
PHIP	0.45282430646661	0.0258537281573126
ARF1	0.243050143574028	0.0258537281573126
ELAVL4	0.349253129927177	0.025862088863775
NAGA	0.473459492533323	0.026030505589093
FABP7	0.500286219645798	0.026030505589093
PPCS	0.604994639184376	0.0260373799802284
MSI1	-0.570535413678652	0.0260373799802284
GOT2	0.266323772591807	0.0261074394133785
SAP18	0.575343460757015	0.026209700310036
ADGRG1	0.557855312851075	0.0275369372579118
DIP2B	0.360909521875989	0.0263351875123705
CLASP2	0.306799582552404	0.0263351875123705
RPS15	-0.485435038783415	0.0263351875123705
HNRNPA1	-0.564611417284148	0.0263351875123705
SPTBN2	0.267461107943177	0.0263351875123705
AIF1L	0.634865998945745	0.0263351875123705
CNOT3	0.400071726580084	0.0263351875123705
LAMTOR2	0.475558579086577	0.0263351875123705
AP2A1	0.285439393587737	0.0263351875123705
COPS6	0.290660107796636	0.0265267750171966
NEK7	0.47992060775325	0.0275342912504174
GCN1	-0.240919569353331	0.0267677358401049
HIBADH	-0.440031565664526	0.0272296998828995
PDCD6IP	0.285750892024154	0.0271921002317645
ARID1A	0.331851289829476	0.0272084545342865
COX5B	0.481525079288392	0.0274130347192294
CKB	-0.370989916985749	0.0274130347192294
PTBP1	-0.370917298059503	0.0274369722021805
AGO2	0.597159290845312	0.0274369722021805
ADNP	0.301951974354033	0.0274562939146579
FIP1L1	0.629068658195287	0.0276065119788481
BTF3L4	-0.577985276808896	0.0277871320680995
ADRM1	-0.69634603256204	0.0277871320680995
GCSH	-0.369046912894049	0.0280923264417793
DCPS	0.355623167247234	0.0279734588948016
NUP50	0.449065994820323	0.0279734588948016
CARS1	0.302758954400229	0.0280923264417793
QDPR	0.264254583517179	0.0281134335720313
CALD1	0.398865954430779	0.0281134335720313
COPB2	0.315131344009124	0.0284548260685835
C7orf50	0.41760861089962	0.0284548260685835
CPNE3	0.240570898104359	0.0290702357859714
NME4	0.396972485381077	0.0290702357859714
PRMT5	0.30192206198107	0.0290702357859714
CEP97	-0.643138725747704	0.029185638090402
ATP5I	0.443697402367299	0.0290702357859714
PTPRS	0.486699312703653	0.0290702357859714
HN1L	0.433223317485492	0.0290702357859714
GPC2	0.496389588168135	0.0290702357859714
MARCKS	0.347646332381263	0.029185638090402
CUL3	0.267731079118931	0.029185638090402
NIF3L1	-0.557722275775745	0.029716543280512
MYDGF	0.495395966591985	0.0296059890827886
MOB1A	0.449208056045286	0.0296705163790566
GAPDH	-0.277395213796204	0.0296705163790566
PRRC2C	0.377076006996791	0.0297029828581592
MAP6	0.355773945154986	0.029716543280512
FN3KRP	0.39230237311881	0.0309441046099864
CDK1	0.42873696440801	0.0297300224967621
ATXN2L	0.34839665199884	0.0299278311612331
RDX	0.315692764871375	0.0299362268124412
ACAT2	-1.01605897630473	0.0299362268124412
SAFB2	0.532604449482822	0.0300398136580349
CLPTM1	0.452001418511095	0.0300398136580349
VPS28	0.288094689898408	0.0300398136580349
CCT6A	-0.242793816500402	0.0300398136580349
VCL	0.261491082038873	0.0304737230817999
CDV3	0.360237445540697	0.0305156356241058
USP9X	0.304359390354819	0.0305436198118259
SART3	0.296496550729373	0.0305436198118259
HSDL2	-0.456511611561652	0.0305756487991895
RAB3C	0.560326412696888	0.0312904665961649
DDX42	0.32998205495355	0.0306229356790919
IFIT5	0.505982896119516	0.0306229356790919
SART1	0.311911611266737	0.0306229356790919
PPM1A	0.302065250227365	0.030656006573554
VDAC2	0.336017448386507	0.0309441046099864
MTPN	0.428884815473435	0.03135292667893
NUP98	0.378797942074261	0.0315063193783214
EIF3C	0.237384575470813	0.0315063193783214
PEA15	-0.705446511476094	0.0326959458434248
EIF3L	0.249563821198699	0.031529131077857
NOMO1	0.288093317070683	0.031529131077857
ZNF638	0.361806540243322	0.031529131077857
PHB	0.257603809271661	0.0315460340801146
CCT8	0.325572992081177	0.031550709003726
DIDO1	0.459660654644367	0.031550709003726
DAP3	-0.390223167883978	0.0329405001090263
YTHDC1	0.608932807692973	0.0319593362082686
C12orf57	0.433553709444787	0.032081850881679
RPL7A	0.288599070715982	0.032081850881679
DFNA5	0.304327273399899	0.032081850881679
JUP	0.291232655982913	0.0321332947162306
MTTP	0.364549536460089	0.0321332947162306
TMPO	0.266725714352393	0.0321332947162306
TSNAX	-0.529794226563538	0.0321332947162306
EIF2A	0.260528730834839	0.0322195197093506
SIN3A	0.33266257008755	0.0322195197093506
KMT2A	0.352073269305674	0.0344147836461779
ZFR	0.377735832974793	0.0324796474411539
RIDA	0.669754568315522	0.0324796474411539
RER1	0.423717379794429	0.0324796474411539
SF3B3	0.298596538801405	0.0324796474411539
ANP32A	0.431581106300055	0.0324796474411539
PCSK1N	0.427144862789671	0.0326172150903143
GPS1	0.226523124786738	0.0326959458434248
UBE2V1	0.580195624076026	0.0327887926457107
RCN1	0.266103084070451	0.0328883357045922
CRYZ	0.3509758896205	0.0329405001090263
PABPN1	-0.604477198370748	0.0349121976434745
MTMR9	0.455409613047337	0.0362868460357805
UFL1	0.324111002633092	0.0332533354915821
NXN	-0.890011082963309	0.0333528183389491
TPP1	-0.321731247105603	0.0333528183389491
TUBA1B	-0.593240303310662	0.0355722420722746
IMPA1	0.345130134482574	0.033470194583745
USP39	-0.255976504738062	0.0338571090524673
PCM1	0.471492155915076	0.0342004139575957
KLC2	0.36503358535553	0.0342971385072188
COA3	0.664585850404578	0.0367566966485509
UBE2N	0.331022796250977	0.0344147836461779
MEX3A	0.404203661694236	0.0361749803671934
MYL1	0.462830132373135	0.0344147836461779
UCHL1	0.25930482355237	0.034637106534412
SRI	0.359797792465343	0.0346614111150727
NUDT2	0.451869653501451	0.0371425032639245
CHID1	-0.627002793574867	0.0365163313597812
STRBP	0.363481809461632	0.0349121976434745
ATAD3A	0.28204077331764	0.0349121976434745
NSUN2	0.354348783793302	0.0349121976434745
MRPL44	-0.903027076337839	0.0362868460357805
EPB41	0.304317082191996	0.0349121976434745
RRAGB	0.432499953808264	0.0349445022960346
NACAD	0.294350039451061	0.0349445022960346
NOC2L	0.375676413916178	0.0367566966485509
SEC24C	0.258844437483162	0.035352104460174
RAI14	0.342537255366739	0.035352104460174
CMAS	0.438360816241559	0.0354067655148588
ASRGL1	0.434395313359346	0.0354067655148588
TCEB1	0.352790757729096	0.0354067655148588
TBCC	0.303485077054962	0.0358933302775792
EPM2AIP1	-0.554440326746548	0.0357812468762796
BOD1L1	0.322795439044267	0.0365163313597812
GSK3B	0.287846148077623	0.0358771265067999
SARS2	0.370385524152493	0.0362309519571082
IGF2BP2	0.302740058033407	0.0361422217433854
PDHB	0.276716826531235	0.0362309519571082
SNX6	0.244082744881883	0.0362309519571082
GMFB	0.326471493129649	0.0362309519571082
HNRNPH3	0.334984320783683	0.0362309519571082
NEK9	0.348307266206874	0.0362712346911689
DCTN5	0.397716050553193	0.0362712346911689
NUP35	0.35822698470518	0.0362712346911689
DDX23	0.335969775916432	0.0362712346911689
SBDS	0.370958449627814	0.0362868460357805
CHCHD6	0.567778414044351	0.0381924934546789
PSMD3	0.288529197958191	0.0362868460357805
H2AFY2	0.274828108774514	0.0365340535752174
CTSB	0.383407733987912	0.0365346322161169
CHD8	0.448440340541307	0.0381924934546789
TCERG1	0.427484777757847	0.0367566966485509
RBM10	0.27776861404309	0.0367566966485509
LSS	0.205885628542159	0.0367566966485509
ATP1B1	0.427279499975622	0.0367566966485509
PSAP	0.373737322235563	0.0367566966485509
FAM49A	0.261314264203595	0.0367739148347379
PDXK	-1.31549189184213	0.038479510294443
PDIA4	0.212335663454546	0.0367835684728855
C11orf31	0.663239355153024	0.0369897830246488
AKAP12	0.272287254707599	0.0369897830246488
RPS27	0.436144936353795	0.0375282739648435
RPS29	0.747480726192425	0.0392271734527627
PDLIM5	0.372563927309191	0.0377128093796889
THYN1	0.415311865822012	0.0377159587230375
UBXN6	-0.423611437261449	0.0400734191098065
HIST2H3PS2	0.415820219957325	0.0378206877160364
FYTTD1	0.403613737128502	0.0379026718695552
WDR61	-1.06009959549079	0.0379026718695552
DBR1	0.471323143461049	0.0394314461406083
AHCYL1	0.614488722445959	0.0381917088597546
UBE2L3	0.509644253435756	0.0381917088597546
ATP13A1	0.728517406758538	0.0381917088597546
SEC61B	0.923292487712228	0.0381917088597546
ABCE1	0.39603765539319	0.0381917088597546
POLDIP3	0.348080525587818	0.0381924934546789
NCSTN	0.493733165891278	0.0381924934546789
MCM6	0.385816933731363	0.0383411220240102
SLC16A1	0.397531635586859	0.0383411220240102
MFAP1	0.299665771641465	0.0383411220240102
ALDOA	0.236581741877931	0.038375758063138
VPS26B	0.39151010967149	0.038479510294443
PPIL1	0.336506052576809	0.038479510294443
SOGA3	0.27497775987478	0.0388431310425961
SYNE1	0.53702177334527	0.0394314461406083
KHDRBS1	-0.464788593199767	0.0388431310425961
RDH11	0.329572919289564	0.0388431310425961
RPL8	0.428994294615062	0.0388431310425961
PSMD11	0.22089673116114	0.0391992695089679
CDK11B	0.266698438498175	0.0391992695089679
BTAF1	-0.528516804429898	0.0414305284851252
ST13	0.299931928740403	0.0392271734527627
ARPC2	0.305430784547827	0.0393555040526615
ZC2HC1A	0.676911407192865	0.0394314461406083
TBCA	0.40165935990083	0.0394314461406083
HNRNPD	-0.71603266352885	0.0394314461406083
RANBP2	0.285401692073783	0.039495215449382
AGPAT1	-1.22209173923331	0.0420452973630265
NPLOC4	0.264020113720971	0.0398172780700223
RFC2	0.339324347602595	0.0399613043277684
RPL13A	0.322334432330727	0.0400437784425413
NUCKS1	0.750333338918651	0.0400437784425413
CUL5	0.254199487449906	0.0405310385106351
H3-3A	-3.75685093053728	0.0433142649665126
H3-3B	-3.75685093053728	0.0433142649665126
CLIP2	0.240798606611634	0.0408334899709303
ILF3	0.28847847955911	0.0408805653668684
ZC3H11A	0.440250124213495	0.0408805653668684
LARS	0.199911393885813	0.0408805653668684
GAP43	0.42093507634295	0.0409992426685145
XPOT	-0.577484801147492	0.0409992426685145
SNU13	0.426204997900292	0.0411774874031736
ERLIN2	0.346893012075281	0.0412291584375987
MAP2K6	0.224847939160185	0.0414305284851252
RTCB	0.280722488596144	0.0414305284851252
OPTN	0.518913147247464	0.0438109330961907
SNX1	0.407357388230981	0.0416582835349217
CEP41	0.3454563843618	0.0419657975388148
NUMA1	0.237264265570836	0.0420452973630265
SRP9	0.614343461944422	0.0420452973630265
LMNB1	0.228395602081328	0.0420452973630265
RPL36	0.322192671808949	0.0420452973630265
ABCF1	0.258991541060169	0.0420452973630265
RNPEP	0.278683962756073	0.04225224348342
SELENOF	0.325590118195812	0.0430592722756965
PML	0.607267022320375	0.0471856053737184
HADHB	0.316377846952054	0.0432122713074081
ATF7IP	0.31282381231426	0.0432122713074081
GGCT	0.54201302287526	0.0432472558379449
NIT1	0.285483195378163	0.0432472558379449
SMC1A	0.246966002511972	0.0433142649665126
RPS14	0.335111073372424	0.0433142649665126
PGRMC1	0.266389787863133	0.0433142649665126
RPL15	0.450178298930947	0.0433142649665126
NSF	0.261752184987479	0.0433142649665126
ZNF207	0.26007164614418	0.0433406601568061
RASSF2	0.327386916977805	0.0436749957950676
ITPA	-0.385688236184993	0.0437121617779592
ABRACL	-1.6718386690175	0.0437696695673925
DDX6	0.218108455748702	0.0437696695673925
MAD1L1	0.428556147222817	0.0438833935923696
LIN7A	0.515732885599586	0.044007354727433
ACOT13	-0.800308575291872	0.0443761720497693
PANX1	-0.980908643477093	0.0475793818038277
FKBP1A	0.411761577162359	0.0445390097917282
BRD3	0.366592534487907	0.0445547871986284
PPP1R7	0.241507251830207	0.0446043553064697
EIF3E	0.272392483259196	0.0446288603161625
SMPD3	0.383686057553007	0.0474146245616048
MAP2	0.223365090763927	0.0452252240741771
STRN4	0.306496206961931	0.0455097135509252
RAB5A	-1.15528585087874	0.0460318274838192
RNF20	0.438634011983819	0.0462528861306288
ERP29	0.263423531160335	0.0465582770168259
TIMM50	-0.433522403479742	0.0470353043696161
CORO1C	0.297398874224903	0.0470353043696161
RPS8	0.282523332815408	0.0471377290396302
CLIC1	-0.292614120699408	0.0471377290396302
NELFE	0.469951978676651	0.0471856053737184
CNOT1	0.256575531648082	0.0471856053737184
COPS5	-0.411585572603194	0.0471856053737184
NASP	0.272188040560234	0.0474146245616048
RPS18	0.291085451729156	0.0474146245616048
PGP	-0.284431535793043	0.0475793818038277
ISOC1	-0.308021443868249	0.0475793818038277
UBLCP1	0.392471822132013	0.047606980226285
CGGBP1	0.291229269816199	0.0479071413327124
TMEM209	0.556313685630162	0.0561645248155452
LUC7L3	0.349875971645769	0.0480820756081025
CPSF2	0.318742442926453	0.0488192405842249
NAMPT	0.276085047678869	0.0488624184819862
TSG101	-0.306878839783842	0.0488950961551646
ZYX	0.325167456516148	0.0488950961551646
IMMT	0.236472126188307	0.0490567029219549
NDUFB4	0.282980017990781	0.0490567029219549
PDIA3	0.233118526170262	0.0490567029219549
OSBP	0.29738538069353	0.0493139674511067
SUPT5H	0.272082893264404	0.0493139674511067
SUMO2	0.803800336157462	0.0493139674511067
HNRNPR	-0.586354300860865	0.0500509349908913
CRELD2	-0.393133816209257	0.053543669721256
EWSR1	0.322006175849598	0.0502194325536083
GLOD4	0.220043437419399	0.0502194325536083
SFPQ	0.219922033895337	0.050630310325586
PRPF3	0.432320962190605	0.0506706105875374
