gene_ID	gene_name	difference	significant	logpval
CARHSP1	CARHSP1	1.25168881173359	+	3.06777001577208
L1CAM	L1CAM	0.515229533243485	+	3.06225028238967
TPM1	TPM1	0.797956124598648	+	3.05858445667375
LAP3	LAP3	0.81440497964786	+	3.04383123107876
AHNAK	AHNAK	0.708107149062517	+	3.04241232233943
MTCH2	MTCH2	1.25103599608917	+	3.04092902708075
RCC1	RCC1	1.24960980790835	+	3.02598901306591
PRTG	PRTG	0.75472928434915	+	3.0221027036663
CBY1	CBY1	1.37476048683788	+	3.01793167382162
MSI1	MSI1	1.25048626565066	+	3.01118841503304
BIN1	BIN1	0.813086517948952	+	3.00613623184028
RAB1A	RAB1A	1.49471910321714	+	3.00581836375897
SASH1	SASH1	0.784467879279489	+	2.99808203664865
CSRP1	CSRP1	0.750115452366705	+	2.99455222282919
LIN28A	LIN28A	0.722339504449401	+	2.97567088021176
ILK	ILK	0.660204094936843	+	2.96342052734467
ZYX	ZYX	0.74118828597339	+	2.96333612577065
VASP	VASP	0.767767958017178	+	2.96026388433575
SH3PXD2A	SH3PXD2A	0.79227232565598	+	2.9602535566444
NAV1	NAV1	1.28327698492026	+	2.94779918232504
SNRPB2	SNRPB2	1.22583416076273	+	2.94348448146464
PEAK1	PEAK1	0.715542195381595	+	2.94071014973611
BROX	BROX	1.77317145475321	+	2.93736274722292
PDLIM7	PDLIM7	0.77279784417114	+	2.93512670056912
ACAA2	ACAA2	1.27734116907753	+	2.93424917131516
APLP2	APLP2	0.753927587379904	+	2.93004656592936
SLC2A3	SLC2A3	0.413463795274016	+	2.92469411049295
PCM1	PCM1	1.23483760873751	+	2.9143685042001
ARRB1	ARRB1	0.709881576274877	+	2.90852235091369
PTPN12	PTPN12	0.822544281882597	+	2.90752816167966
NOP14	NOP14	0.618814440395699	+	2.89058171563269
ANXA6	ANXA6	0.820985741092779	+	2.88687502571896
EPN2	EPN2	0.811487394922709	+	2.87691153736635
SALL2	SALL2	1.27093051545603	+	2.87667921616652
MAPK8IP3	MAPK8IP3	1.4119038769463	+	2.86795223041756
PRDX2	PRDX2	1.21602188338639	+	2.84571087316755
STRN4	STRN4	0.486812030253978	+	2.82790156433627
NQO1	NQO1	0.50058615093143	+	2.81848163912595
VCL	VCL	0.835205362487717	+	2.80274784497225
SLC12A2	SLC12A2	1.26451715262833	+	2.80248046424355
NXN	NXN	1.25471812586377	+	2.78073480330457
NCOR2	NCOR2	0.835515942414072	+	2.77739591528766
SIPA1L2	SIPA1L2	1.18941784733143	+	2.77544588513784
PDAP1	PDAP1	0.838797760746931	+	2.77190321108477
IGHG1	IGHG1	0.289879062541606	+	2.76888584633849
EZR	EZR	1.23913392011438	+	2.75564778132303
TUBA1A	TUBA1A	1.31040275920688	+	2.75231489630666
MDK	MDK	0.817521732363935	+	2.75164769135643
KANK2	KANK2	0.600075029336357	+	2.74892875321417
UBE2H	UBE2H	0.806648656628728	+	2.74845148462361
COTL1	COTL1	0.843618953575524	+	2.74276541457299
MAP3K11	MAP3K11	0.761172958623916	+	2.7378996962807
ELMSAN1	ELMSAN1	0.750493275528424	+	2.73251991658536
PHACTR2	PHACTR2	0.591699349785336	+	2.73206491041783
CASP3	CASP3	0.76765156334073	+	2.73109753061039
CAP1	CAP1	0.845574339245017	+	2.72957453392772
LTA4H	LTA4H	1.22642217674135	+	2.72549138906924
ARHGDIA	ARHGDIA	0.82750364997696	+	2.72503548630722
CD3EAP	CD3EAP	0.72543503989591	+	2.72293909410439
LASP1	LASP1	0.848543544519252	+	2.71376584707857
VIM	VIM	0.839318727634734	+	2.71026123102404
TANC1	TANC1	0.730852257465028	+	2.70504885467079
MANF	MANF	0.823732320396927	+	2.69178593489827
SCRIB	SCRIB	1.18357165046096	+	2.68998645972627
FSCN1	FSCN1	0.807487066922278	+	2.68606799904624
FABP7	FABP7	1.19771233790647	+	2.68049258766127
NIPSNAP1	NIPSNAP1	1.2399649740644	+	2.67962241814122
MSN	MSN	0.840984551435263	+	2.67898704502795
CCDC85C	CCDC85C	1.17072961954137	+	2.66802471297526
IDH2	IDH2	1.17079676537229	+	2.66046518713091
PEG10	PEG10	1.20577957339332	+	2.66026241359833
ZNF326	ZNF326	0.856085724363187	+	2.65027696866429
YAP1	YAP1	0.845851621433236	+	2.63974713972098
INF2	INF2	0.788517704196298	+	2.63368433730628
BAG3	BAG3	0.771998894777933	+	2.63161296450609
TNS1	TNS1	0.498062902489855	+	2.63113427237883
MYL9	MYL9	0.855792887586416	+	2.621709921884
TRIM33	TRIM33	1.17214967652918	+	2.6163493006167
TRAFD1	TRAFD1	1.17350030635698	+	2.61141697695614
ACLY	ACLY	0.838577696779866	+	2.60216346867837
WARS	WARS	0.806366164887398	+	2.60084891644754
BCAR3	BCAR3	0.803320967137817	+	2.59056900130531
PSMD5	PSMD5	0.778150295507609	+	2.58809380148394
FAM127A	FAM127A	1.25888693642252	+	2.58289386920398
MAP2	MAP2	1.19813931640987	+	2.57165380560557
ATAD2	ATAD2	1.21652538993537	+	2.56680502219901
WDR82	WDR82	1.44389370799931	+	2.56408533531773
WNK3	WNK3	0.784632178712409	+	2.56347982604639
FGD1	FGD1	0.74070621585006	+	2.56112799425614
MAP1B	MAP1B	1.15810430124487	+	2.54995544544844
PALM	PALM	1.32790107042615	+	2.54759747129756
CDCA5	CDCA5	1.38875193593077	+	2.54469170516138
PRDX5	PRDX5	0.844638653515857	+	2.53992240995965
DCAF7	DCAF7	1.19633574743595	+	2.51170960001064
SERPINH1	SERPINH1	0.845093065469228	+	2.51092140115224
CCDC86	CCDC86	0.866135719138171	+	2.50402279383527
STMN1	STMN1	1.15361098112554	+	2.50213760167465
AFDN	AFDN	0.857104256009585	+	2.49777244656398
TIMELESS	TIMELESS	1.19337021526425	+	2.4932184002961
FKBP1A	FKBP1A	0.801872980258391	+	2.49044745083974
DPYSL4	DPYSL4	1.19267035958961	+	2.48965461456981
PPFIBP1	PPFIBP1	0.821715229109571	+	2.48613401954809
MRPL17	MRPL17	0.78386413659586	+	2.48605317974424
ATF2	ATF2	1.27237545882003	+	2.48576267742755
UQCRC1	UQCRC1	1.17572499517078	+	2.48389440347289
TUBB2B	TUBB2B	1.14848532337964	+	2.48252345183016
EHD4	EHD4	0.275628309240405	+	2.48199723114426
GSN	GSN	0.843057128236465	+	2.48194910836333
ITGB1	ITGB1	0.867274472637575	+	2.47867894957976
RPL27A	RPL27A	1.26904307497599	+	2.47485826366908
MYEF2	MYEF2	1.24302395959649	+	2.47440721529338
TSG101	TSG101	1.44950231458939	+	2.47273438845648
SAFB	SAFB	1.18438249712573	+	2.46898707631971
DENND2A	DENND2A	0.700377290483038	+	2.46471150733872
AKAP2	AKAP2	0.863682809141739	+	2.46166485660799
FEZ1	FEZ1	1.48083452485414	+	2.44165099559098
TXNDC5	TXNDC5	0.860259523581606	+	2.44105380804345
CEP170	CEP170	0.861065042715111	+	2.440783465544
YWHAG	YWHAG	0.871264649654154	+	2.43873448518526
EMSY	EMSY	1.21970517350817	+	2.43655930543457
EPB41L4A	EPB41L4A	0.811413066606447	+	2.43422872129479
ARHGAP21	ARHGAP21	1.1854116746445	+	2.43333400070313
RPLP1	RPLP1	0.808459528562543	+	2.43140252897702
ATP1A1	ATP1A1	0.794226835370974	+	2.42774116237919
AGAP1	AGAP1	1.67610694644646	+	2.41952803221125
SPECC1	SPECC1	1.22460306434924	+	2.4193529060065
C9orf142	C9orf142	1.18575087307774	+	2.41690305095343
PTPN14	PTPN14	0.671670774700675	+	2.4166534220349
SH3BP4	SH3BP4	0.87563032957448	+	2.4123845945272
USP1	USP1	0.738953457620699	+	2.40941659180844
TCF12	TCF12	1.21504855044931	+	2.40329682227709
NOLC1	NOLC1	1.20300642403468	+	2.39810849341313
PDCL3	PDCL3	0.80595409686282	+	2.3916512051386
AP3D1	AP3D1	1.16993408806864	+	2.38726401568316
R3HDM2	R3HDM2	1.63877593373835	+	2.38606209847836
FCHO2	FCHO2	0.825456387710794	+	2.38532859558482
AIP	AIP	1.50415708621141	+	2.38421918612818
COPA	COPA	0.867569228719766	+	2.37563174776069
EPB41	EPB41	1.2703731827969	+	2.37391854533765
STAU2	STAU2	1.21122538328711	+	2.37129756002384
TRIO	TRIO	0.70075185250804	+	2.36849544478148
PRRC2C	PRRC2C	0.875514102767814	+	2.36826527232385
FOXP2	FOXP2	1.4595864147063	+	2.35915911838678
SNRPF	SNRPF	1.13611103194863	+	2.35238930919637
IK	IK	1.22261585479196	+	2.34759986142117
PNN	PNN	1.17032078999541	+	2.34374939104112
ALDOA	ALDOA	0.880366681436739	+	2.34022658896871
MLEC	MLEC	0.837866155371272	+	2.33659872970603
CLIC1	CLIC1	0.87586904032524	+	2.33071119882377
TWF2	TWF2	0.868685522709485	+	2.33037830622826
NDUFS3	NDUFS3	0.843280611264023	+	2.32864347293725
DCXR	DCXR	1.3946390178107	+	2.32843555963127
RBM39	RBM39	0.852220876616593	+	2.32762318252211
WDR1	WDR1	0.844018958910272	+	2.32684961711737
FAT3	FAT3	1.55718847704486	+	2.32549553171751
MAGED2	MAGED2	0.85145510648045	+	2.32319392911428
METAP1	METAP1	0.861891787980104	+	2.32110168021415
HIST3H2BB	HIST3H2BB	1.14223826427276	+	2.31698423965495
LPP	LPP	0.69431111323615	+	2.30823187403934
SORBS1	SORBS1	0.581315518345425	+	2.30163965706311
LGALS1	LGALS1	6.17210000000001	+	2.30053864538854
CARM1	CARM1	1.34459430111648	+	2.30038066770024
DEK	DEK	1.12951596892169	+	2.29275382199256
SPOCK1	SPOCK1	1.24552827375931	+	2.29240307197204
NAB2	NAB2	1.22450496523736	+	2.29187617633594
PITPNA	PITPNA	0.884227484745885	+	2.28678080921877
MYO18A	MYO18A	0.715844582370582	+	2.28492924954812
TBC1D4	TBC1D4	0.649109187199197	+	2.28447798849957
NUP62	NUP62	0.82855634812848	+	2.28158998935727
CDC42EP4	CDC42EP4	1.15989551123677	+	2.27841803393105
XXYLT1	XXYLT1	0.776206996334511	+	2.27022066412967
YWHAH	YWHAH	0.809439880636333	+	2.26985028977416
RPA1	RPA1	1.16284411139911	+	2.26925954229976
DFFA	DFFA	0.761727886344742	+	2.26045437675915
DLAT	DLAT	0.877572328933739	+	2.26037192040123
ATXN2	ATXN2	0.886241625503043	+	2.26006909642294
USP9X	USP9X	1.18917804186419	+	2.25444485872244
IRF2BPL	IRF2BPL	1.13214065410881	+	2.24607081830595
EHD1	EHD1	1.25685218066883	+	2.24595214741232
BAIAP2	BAIAP2	1.19168845406682	+	2.24464080260004
HMGA2	HMGA2	0.888574967800711	+	2.2394560701132
GOT2	GOT2	1.17761935561155	+	2.23900006264244
FAM65B	FAM65B	1.16992143512777	+	2.23509466752239
THOC1	THOC1	1.29548486622887	+	2.23298289596665
PTPN1	PTPN1	0.806380468395037	+	2.23221028058362
SMAP2	SMAP2	0.838000491166168	+	2.23194854293067
DTNA	DTNA	0.573444895940787	+	2.21859737082667
AJUBA	AJUBA	1.26561027468453	+	2.21393459291619
MYO1B	MYO1B	0.813114916972841	+	2.21003502798719
HMGB2	HMGB2	1.16856768508879	+	2.2072257011181
ADCY6	ADCY6	1.35393533932772	+	2.20283533273669
ZNF462	ZNF462	1.15281735994345	+	2.20130501437694
IQGAP1	IQGAP1	0.885803882649511	+	2.20054899320908
CIC	CIC	1.16348369707089	+	2.20046479935607
TFRC	TFRC	0.831525632679573	+	2.19965676317899
PTPN13	PTPN13	1.20722456443658	+	2.19827164574516
MSI2	MSI2	1.18934508576719	+	2.19521778356778
FKBP8	FKBP8	0.836411661410572	+	2.18867795408893
HDLBP	HDLBP	0.835390553208229	+	2.18743560038956
MKL2	MKL2	1.30682083393517	+	2.18112447930903
SEC23A	SEC23A	0.753154592778236	+	2.17660665871776
XRCC1	XRCC1	1.1184901712597	+	2.17656034861847
MYO9B	MYO9B	0.867589159910038	+	2.17545578958936
ACSS2	ACSS2	0.872520720160244	+	2.17321690149817
SAAL1	SAAL1	1.12475470518849	+	2.16903427174203
KIF21B	KIF21B	1.40706538582967	+	2.16751086845801
MEX3D	MEX3D	1.33147226031938	+	2.16452524225658
PPA1	PPA1	1.12661905003805	+	2.16395751127381
SOX13	SOX13	0.646949009099027	+	2.15965975656881
SERPINB6	SERPINB6	0.863429522579904	+	2.15790788341031
HIC2	HIC2	4.1888	+	2.156923307335
OTUB1	OTUB1	1.11813259888497	+	2.15659488795892
ZNF592	ZNF592	0.844662145599869	+	2.15410696455898
CNN2	CNN2	0.894730254388015	+	2.15027246088478
POU3F2	POU3F2	1.23755410721816	+	2.14930620652615
DPYSL3	DPYSL3	1.45783560205993	+	2.14660282182319
NUP107	NUP107	1.19016890139382	+	2.1377948227553
PDLIM5	PDLIM5	0.887385020508006	+	2.13778337305752
KDM5A	KDM5A	0.880305521426792	+	2.1373773207871
USP5	USP5	0.874181860423323	+	2.13546106933989
CTTNBP2NL	CTTNBP2NL	0.884812981781502	+	2.13448426270368
SMARCA1	SMARCA1	0.884283141893725	+	2.13412056586773
TLE3	TLE3	0.86949381215463	+	2.1297532990056
FADS2	FADS2	0.895757610181754	+	2.12893479377238
HAT1	HAT1	1.14354928366019	+	2.12887228827104
NUP50	NUP50	1.21520261879277	+	2.12674598771725
PDHA1	PDHA1	0.896183064713122	+	2.12369824000817
ITSN1	ITSN1	0.874978457399414	+	2.12058619080275
PSMA1	PSMA1	1.12582623103126	+	2.11889671026358
DIABLO	DIABLO	0.886938335903063	+	2.11391738477365
NCAPG	NCAPG	1.2129432803684	+	2.10136581655886
SRSF11	SRSF11	1.12517062182523	+	2.10133173127035
CLIC4	CLIC4	0.8993983535717	+	2.09665443095986
EIF3J	EIF3J	0.869693997683283	+	2.09442704001173
PCNP	PCNP	1.11219687287926	+	2.09267258765714
GTF3C3	GTF3C3	1.17380552898597	+	2.09143750117717
SEPT6	SEPT6	0.783851573943467	+	2.09141103676644
GTF2I	GTF2I	1.11032152103385	+	2.09100431554231
UCHL3	UCHL3	0.821033601432336	+	2.08912689085032
H1FX	H1FX	1.22473204020863	+	2.08539027340281
SEC14L1	SEC14L1	0.700277951959077	+	2.08508319688945
MAP4K4	MAP4K4	0.788274359090793	+	2.08474402873808
TPM3	TPM3	0.882570993934915	+	2.08402145701709
DLGAP4	DLGAP4	1.11611285494192	+	2.08372786719628
AKIRIN2	AKIRIN2	1.30774497948971	+	2.08323141550614
C11orf98	C11orf98	1.10940711824424	+	2.08264568730384
KIDINS220	KIDINS220	1.28643985479306	+	2.07830806535054
PTPA	PTPA	1.11460813191497	+	2.07790982250663
EPB41L2	EPB41L2	0.714800360752069	+	2.07585581977872
TERF2IP	TERF2IP	1.14832801547608	+	2.07250303228955
DENND4C	DENND4C	1.49948753646037	+	2.070726816306
SOS1	SOS1	0.73571823540898	+	2.05752656486708
DOCK1	DOCK1	1.17295933231054	+	2.05454305845215
RAC1	RAC1	0.892978810827565	+	2.0505047222974
UBE2G1	UBE2G1	1.4367907415058	+	2.04996469234726
N4BP2	N4BP2	1.10989996126199	+	2.0478091769765
HIST1H2BN	HIST1H2BN	1.11385013201645	+	2.04636143384716
WDCP	WDCP	1.11256474918498	+	2.04522157879913
DCK	DCK	1.31022427025832	+	2.04146953830323
PRKRA	PRKRA	1.16367885136095	+	2.04103429029033
SRP9	SRP9	1.10626905208854	+	2.04046187958559
HTT	HTT	0.881117898707466	+	2.04018095951618
DLG5	DLG5	0.897337843520959	+	2.03966166096673
LRP1	LRP1	1.31708281790896	+	2.03794933524713
PYM1	PYM1	0.831685017078063	+	2.03187042990084
P4HB	P4HB	0.904262983433961	+	2.03113014579518
RPRD2	RPRD2	1.11995311500163	+	2.01948034960545
CTNND1	CTNND1	0.868789717526146	+	2.01699664239786
ENAH	ENAH	0.84802213755187	+	2.01311303061327
GINS1	GINS1	0.812999172481118	+	2.01252843547819
PSMC1	PSMC1	1.1642507146844	+	2.01070484454491
ARHGEF40	ARHGEF40	0.677062022633638	+	2.008065490533
RAB7A	RAB7A	0.884095884450287	+	2.00800956419498
TUBB4B	TUBB4B	1.10605558372933	+	2.00789093663485
ETV6	ETV6	0.829213209440063	+	2.00743716066076
PSIP1	PSIP1	1.11072020355618	+	2.00640971222028
CPNE1	CPNE1	0.798456543002381	+	2.00607837183663
KIF22	KIF22	1.23189728961448	+	2.00537726702627
UBE2M	UBE2M	0.781835935560177	+	1.99682967054298
PSMB7	PSMB7	0.829687023078781	+	1.99549804444702
PAFAH1B3	PAFAH1B3	1.15774263206335	+	1.98999672720715
EIF4A2	EIF4A2	1.13150754993448	+	1.98995267711156
MAP4	MAP4	0.907657904438213	+	1.98964072856264
TOMM70	TOMM70	1.10352093389336	+	1.98541840091706
ANXA5	ANXA5	0.905038707498538	+	1.98241964237395
PHB	PHB	0.906433717887801	+	1.9814458260996
PEX19	PEX19	1.12149640484732	+	1.97955963303118
LMAN1	LMAN1	0.899048049063468	+	1.97908735232427
CCP110	CCP110	0.557717606522612	+	1.97523697925384
YLPM1	YLPM1	1.25478315656531	+	1.96855943400738
ADI1	ADI1	1.19886652323508	+	1.96647671362202
PRMT5	PRMT5	1.10198044731849	+	1.96598055292759
NSDHL	NSDHL	0.890921259850709	+	1.96513323943529
CEP192	CEP192	0.817730889474037	+	1.95550627346312
PCNA	PCNA	1.10575787895506	+	1.95210446620212
USP24	USP24	0.901830578953345	+	1.94542237594106
SRSF1	SRSF1	1.11630731496938	+	1.9452200518184
NCOR1	NCOR1	1.1300997952825	+	1.9432102795228
ABLIM1	ABLIM1	1.10583709578527	+	1.94211370056577
MICALL1	MICALL1	0.882471848063355	+	1.93906857456499
FABP3	FABP3	0.743874045892279	+	1.93681919259658
FASN	FASN	0.911101207061225	+	1.93250252221007
CDK16	CDK16	1.13474971186771	+	1.93182796901036
CSTF3	CSTF3	1.26226206340505	+	1.93077983222393
AMOTL2	AMOTL2	0.759547423261065	+	1.92934714850302
PAPSS1	PAPSS1	0.910011452083027	+	1.92662549108112
IFITM3	IFITM3	1.21357117137809	+	1.92563710353198
AGPS	AGPS	0.905646036864508	+	1.92207102961108
GNAQ	GNAQ	1.23752503518104	+	1.92115150130519
ARF1	ARF1	0.826998564954652	+	1.91709168468722
PBK	PBK	1.13082725782668	+	1.91626672330058
CRTAP	CRTAP	0.803183586706558	+	1.91608246720618
ZC3HC1	ZC3HC1	0.910729674002594	+	1.9124354855845
KNOP1	KNOP1	1.11545602670245	+	1.91062872952369
SSBP3	SSBP3	1.21618716187983	+	1.90917773274897
SNRPN	SNRPN	1.10479591057308	+	1.90849426136362
COPS8	COPS8	0.911285822802206	+	1.90620174018095
NUP188	NUP188	0.910300705294135	+	1.90176265098434
AHDC1	AHDC1	0.845847455270502	+	1.90122789912377
YWHAB	YWHAB	0.912650634729704	+	1.90044194499055
MTA2	MTA2	1.10726564016588	+	1.89864617569566
CAP2	CAP2	0.816200082137283	+	1.8945624005015
GDI1	GDI1	1.11064984246766	+	1.89426474134708
KLC4	KLC4	1.10437455537075	+	1.8917416543509
TAGLN3	TAGLN3	1.2100836725145	+	1.89073921969426
GFPT1	GFPT1	0.89033451037044	+	1.89062967335955
ECI1	ECI1	1.37254230748094	+	1.89058427686817
PDHB	PDHB	0.865675733179268	+	1.88924637337413
XPNPEP1	XPNPEP1	0.63713018628273	+	1.88704138737028
GJA1	GJA1	0.898792826868835	+	1.88015877376649
HNRNPF	HNRNPF	1.09232130153755	+	1.8729000259683
STK3	STK3	1.22362575099579	+	1.87262714870236
OSBPL9	OSBPL9	1.13940851660434	+	1.87124174412877
CRIP2	CRIP2	0.906698503479612	+	1.87115525470828
MRPS7	MRPS7	1.20372172656308	+	1.86919662791836
PLK1	PLK1	1.19335434142163	+	1.86783953758705
LSM3	LSM3	1.20401054409154	+	1.86681998171794
ARL3	ARL3	1.11146728520679	+	1.86334871925606
ACSL3	ACSL3	0.820850872991489	+	1.86265797720767
TECR	TECR	0.896028806356344	+	1.85911289636779
GIGYF1	GIGYF1	1.24573777637992	+	1.85876606692641
RCN2	RCN2	1.10059877802408	+	1.85866274549343
SOD2	SOD2	1.1574025383717	+	1.8584855302594
GSK3B	GSK3B	0.89194698829941	+	1.85747727098037
PHF2	PHF2	1.35131725542913	+	1.85626739392412
WRAP53	WRAP53	0.83197524211962	+	1.85615703864866
MCM2	MCM2	1.1098345037113	+	1.85070694324752
RPS15	RPS15	0.914386443219394	+	1.85037119267966
DNAJA1	DNAJA1	1.17611799030462	+	1.84707687057473
PMVK	PMVK	1.31182588365264	+	1.84636447875703
VGLL4	VGLL4	0.903466747249811	+	1.8456112025316
H2AFY	H2AFY	1.11343857378874	+	1.84286686941516
EIF4EBP1	EIF4EBP1	0.74795915702477	+	1.84244938525545
CPNE3	CPNE3	1.15119031461647	+	1.84154385155466
FIP1L1	FIP1L1	1.1382536728711	+	1.84104954793887
SND1	SND1	0.916336971045303	+	1.8380346489324
PPIL1	PPIL1	1.10907871035817	+	1.83778899282366
MTCL1	MTCL1	1.1167165914104	+	1.83537560190841
ITGAV	ITGAV	0.744961018845455	+	1.83521522947782
PDCD5	PDCD5	1.17070737123775	+	1.83092132692125
IRF2BP1	IRF2BP1	0.911550862972522	+	1.82860733899858
PTPN23	PTPN23	0.838131730129578	+	1.82811333320903
SNCA	SNCA	0.610883911830251	+	1.82789465325468
CCDC6	CCDC6	1.08879805053576	+	1.82597479591981
ESF1	ESF1	0.678962497698824	+	1.82456515774119
TNS3	TNS3	0.760464650065998	+	1.82309482267546
ACP2	ACP2	1.21201357046858	+	1.82003483999859
TMEM97	TMEM97	1.29091191188632	+	1.81997351415627
COIL	COIL	0.840048348191936	+	1.81960661654806
PHPT1	PHPT1	1.12976195270404	+	1.81578376267091
TUBA1B	TUBA1B	1.09101309202708	+	1.81371119788514
ARMCX3	ARMCX3	0.775432035612349	+	1.81356118813422
PFKL	PFKL	1.47744298484377	+	1.81264782077155
STAT3	STAT3	1.16947928062797	+	1.81072052114643
HSPB11	HSPB11	0.891869503172756	+	1.80916712343537
TARS	TARS	0.91403009789645	+	1.80637939467349
HNRNPD	HNRNPD	1.09271913058763	+	1.8039617584441
ZC3H4	ZC3H4	0.906933423851339	+	1.80293418004016
PRKAA1	PRKAA1	0.870007891070202	+	1.80291902605872
UBXN1	UBXN1	0.727339366219462	+	1.80264501977292
MYLK	MYLK	0.907135718942309	+	1.79690558514268
RARS	RARS	0.903186751728118	+	1.79337850813408
PUM2	PUM2	1.19275744450099	+	1.79171694286144
SACS	SACS	1.31234219620005	+	1.7916566646774
FHOD1	FHOD1	0.907624023561683	+	1.79117299706302
RBM4	RBM4	1.0895508994254	+	1.78991713224114
ANK3	ANK3	0.520679755704022	+	1.78974845250443
COL5A2	COL5A2	0.674099483495361	+	1.7895987641218
HYOU1	HYOU1	0.900909025915188	+	1.7876058162711
SPG20	SPG20	0.814278041733903	+	1.78529121387281
PTPN11	PTPN11	1.08691576185347	+	1.78347741895028
KIF2A	KIF2A	1.13292641875551	+	1.78290408344812
IRGQ	IRGQ	2.07037557506821	+	1.78242689281525
ATP6V1A	ATP6V1A	1.08638692245867	+	1.78042781725883
ASMTL	ASMTL	0.896871582397454	+	1.7793844890048
WIZ	WIZ	1.10866201964313	+	1.77333423858396
COL3A1	COL3A1	0.866042821763463	+	1.77168819085165
TMCC3	TMCC3	2.11350000000001	+	1.7681785191062
PSMB3	PSMB3	0.909743306214859	+	1.76647385939333
PGM2L1	PGM2L1	1.08922034093784	+	1.76453470680971
