gene_ID	gene_name	difference	significant	logpval
ARHGEF17	ARHGEF17	0.846745899077458	+	2.67060407633997
WDR82	WDR82	1.49659987972738	+	2.66669430121906
GLS	GLS	0.836840746112259	+	2.66623434640365
PAK1	PAK1	1.3599507037477	+	2.66393923740534
ACSL3	ACSL3	0.843942913558304	+	2.66357582990348
ACSS2	ACSS2	0.843311028330463	+	2.66240362379997
PTPN13	PTPN13	1.20399919560138	+	2.66228957432099
SGPL1	SGPL1	1.23094009282596	+	2.65832044227584
COLGALT1	COLGALT1	0.833324889940007	+	2.65753650308685
TACC2	TACC2	0.846129812453111	+	2.65286814013363
LAMB1	LAMB1	0.47680854684826	+	2.65111791063149
PARP1	PARP1	1.16464346161279	+	2.64412228398836
RBX1	RBX1	0.713073683616567	+	2.64153410256049
MANF	MANF	0.822037726750716	+	2.64013086335436
TRAFD1	TRAFD1	1.19327056264439	+	2.63432017648748
KCTD1	KCTD1	1.45296842902656	+	2.63079436559469
CELF2	CELF2	0.770624284500812	+	2.62728312746666
AKIRIN2	AKIRIN2	1.31971443559976	+	2.62032382905158
NUP37	NUP37	0.548021025895252	+	2.61124947235421
ARHGAP1	ARHGAP1	0.734791274662945	+	2.60429607470617
NT5E	NT5E	0.503277893893327	+	2.60330379060926
SEMA3C	SEMA3C	0.657976749885143	+	2.59803487282643
MAP1B	MAP1B	1.15710425428964	+	2.59653516134381
FABP7	FABP7	1.20380988726506	+	2.59462693217631
RCC1	RCC1	1.24260693094998	+	2.57890838972278
MAP2	MAP2	1.20251622833738	+	2.57467645296888
ARVCF	ARVCF	1.17929552773767	+	2.57334106884246
ATP1A1	ATP1A1	0.81473677940674	+	2.56681197407724
UBE2D2	UBE2D2	3.04986236971708	+	2.56680669261978
WDR1	WDR1	0.848660084427431	+	2.56381566616294
SYNRG	SYNRG	1.16908144158292	+	2.56080414634633
CPNE1	CPNE1	0.67005407442015	+	2.55523780839979
AHNAK	AHNAK	0.746026687173587	+	2.55157903049173
SRSF11	SRSF11	1.17645997018788	+	2.54928671028182
LARP1	LARP1	0.852154026256538	+	2.54809462964321
PPP4R2	PPP4R2	1.19998840168964	+	2.54800472592435
WDR44	WDR44	1.25264824128921	+	2.54235005574973
TOR1AIP1	TOR1AIP1	0.852008411225068	+	2.53981561712064
ILKAP	ILKAP	1.18532180553201	+	2.52834446425854
TMCC3	TMCC3	1.72198322291479	+	2.52832630599958
SCRIB	SCRIB	1.16032279401181	+	2.52436913871528
ZC3HC1	ZC3HC1	0.872137282051062	+	2.51968890398523
CAP1	CAP1	0.867996203341564	+	2.51743180233894
LRP1	LRP1	1.19111090886876	+	2.50962659512849
PRRC2A	PRRC2A	0.861489264708566	+	2.50818642026678
RRBP1	RRBP1	0.612732104258981	+	2.50673531161294
ROBO1	ROBO1	1.34855973773173	+	2.5066756481248
ASMTL	ASMTL	0.867278067916638	+	2.50629808736637
HIST2H2AC	HIST2H2AC	1.16726493549238	+	2.50066626063908
FERMT2	FERMT2	0.862705371605936	+	2.49848486063657
STMN1	STMN1	1.14847265313212	+	2.49702978793338
FIP1L1	FIP1L1	1.19431839392067	+	2.49693496865242
ARMCX3	ARMCX3	0.708290422767888	+	2.49626878264265
CENPV	CENPV	1.22648309321221	+	2.49448826731936
ZYX	ZYX	0.768142085506843	+	2.49210071070721
SHROOM2	SHROOM2	1.22394902034405	+	2.4896100176736
MYCBP2	MYCBP2	0.856925723731511	+	2.48108845960484
CSTF2	CSTF2	0.81795543229455	+	2.47327491537666
MICALL1	MICALL1	0.872878365682733	+	2.47308554694859
CDK2	CDK2	1.19373387843487	+	2.47130713843009
MSN	MSN	0.844575582866687	+	2.47095149778349
C6orf106	C6orf106	1.28312558066163	+	2.47008439153988
PRPF6	PRPF6	1.25018035842683	+	2.45674275447528
ZNF516	ZNF516	1.18245514329456	+	2.45637815751925
SMNDC1	SMNDC1	0.677783408697378	+	2.45146394027282
CASP3	CASP3	0.809171112151482	+	2.45035995337696
CDC42EP4	CDC42EP4	1.18192015990167	+	2.44869885538861
MAGED2	MAGED2	0.876995819622214	+	2.44648248964335
PCM1	PCM1	1.20930257606139	+	2.44250372929201
SLC20A1	SLC20A1	1.45037803347955	+	2.44008037667837
KTN1	KTN1	0.842647325880004	+	2.4388673720916
SEC16A	SEC16A	0.854655775319485	+	2.43514697389001
INF2	INF2	0.779044696021912	+	2.42201359878707
PIK3C2A	PIK3C2A	1.4045314541964	+	2.4197971004489
DCHS1	DCHS1	0.721295803335449	+	2.41820397023766
RAB7A	RAB7A	0.879050706821956	+	2.40923177241295
FOXP2	FOXP2	1.50584761845281	+	2.40795969254155
NCALD	NCALD	1.14623176490159	+	2.38965353983553
ARF1	ARF1	0.870763562955974	+	2.38912948590633
FAM122A	FAM122A	0.714462987402483	+	2.38879480581044
G3BP2	G3BP2	0.881570954564573	+	2.38406695406442
PGP	PGP	1.14007426391418	+	2.38341765449755
TRIM71	TRIM71	0.795266435283591	+	2.37186404287949
PTPRZ1	PTPRZ1	1.25564500288599	+	2.37178626741838
SSBP3	SSBP3	1.16091005605885	+	2.37097263261338
GOT2	GOT2	1.19143489680794	+	2.37080497449626
FAR1	FAR1	1.36899069390555	+	2.36990111375217
COL3A1	COL3A1	0.853291472310788	+	2.3639859721545
NAV1	NAV1	1.28268766961395	+	2.36006877494948
FEZ1	FEZ1	1.59439581587708	+	2.35283605776041
MELK	MELK	0.873978160663754	+	2.3484207981879
COL11A1	COL11A1	0.602805230826628	+	2.34526893790353
CFI	CFI	0.197606427297945	+	2.34511183343195
SH3BP4	SH3BP4	0.819634289432207	+	2.34507049226084
PRDX5	PRDX5	0.857669051105216	+	2.34429928427813
PPA1	PPA1	1.13084498170406	+	2.34148384580337
HMGB2	HMGB2	1.14154351614985	+	2.33523675578307
ACD	ACD	1.36163961091032	+	2.33069564825243
ALDOA	ALDOA	0.882398599608823	+	2.32936397070533
YWHAH	YWHAH	0.692937046652323	+	2.32880681171248
NCOR2	NCOR2	0.820814346262439	+	2.32422162628587
RPLP1	RPLP1	0.881337058558659	+	2.32295403244287
ITGB1	ITGB1	0.854742068842163	+	2.32235011180726
RP1-34B20.21	RP1-34B20.21	1.17155410689547	+	2.3214415191793
PPIL4	PPIL4	0.816671044065476	+	2.32036261580293
MGST1	MGST1	1.28652485319527	+	2.31910812482729
TAGLN3	TAGLN3	1.20431764550723	+	2.31493456423709
IDH2	IDH2	1.14648204670678	+	2.30711327635975
SNRPB2	SNRPB2	1.20424036011259	+	2.30441034041617
SAFB	SAFB	1.32567578369679	+	2.3031124325954
S100B	S100B	0.811821522670774	+	2.30280213573554
ARHGAP32	ARHGAP32	0.890025532397472	+	2.30088911473569
PPP6R3	PPP6R3	0.838426033296683	+	2.29493515841123
CDK16	CDK16	1.16831475274003	+	2.29453724741629
TFRC	TFRC	0.882305025959436	+	2.29211339097967
TPM4	TPM4	0.878001585801887	+	2.28943499665875
TANC1	TANC1	0.670571193682148	+	2.28680587891288
NAA50	NAA50	0.816389744379155	+	2.28435198495025
CLIC1	CLIC1	0.876386165636076	+	2.28090576747352
CTB-50L17.10	CTB-50L17.10	0.593173549634343	+	2.28077609297282
BANF1	BANF1	1.14340684390419	+	2.28014653243402
TIMELESS	TIMELESS	1.15353910083044	+	2.27370305393262
KNOP1	KNOP1	1.18839250481151	+	2.27270065754354
RPA2	RPA2	1.12048780239722	+	2.27012275489046
HIST1H2BN	HIST1H2BN	1.13329186624077	+	2.26483578017459
SOX13	SOX13	0.735290758840414	+	2.2636284859457
HK1	HK1	0.828962193483722	+	2.25990147820766
IQGAP1	IQGAP1	0.874274066451202	+	2.25925720783361
NAT10	NAT10	1.69947135254732	+	2.25349896292385
STRN4	STRN4	0.534490703452743	+	2.24793504869818
DTNA	DTNA	0.787540290863426	+	2.24708263378476
TPM3	TPM3	0.892707070351718	+	2.24542979457199
GNPDA1	GNPDA1	1.15888818987084	+	2.23556236589909
DYNLT1	DYNLT1	0.883572705974697	+	2.23378605938553
PUM2	PUM2	1.17445175918575	+	2.23106174452896
P4HB	P4HB	0.895571180046313	+	2.22685149746761
ELMSAN1	ELMSAN1	0.805424413574084	+	2.22601330507131
HIST1H1E	HIST1H1E	0.813896421417181	+	2.22325180623782
HSPH1	HSPH1	0.89401568097495	+	2.2211767681958
S100A11	S100A11	0.458402806274133	+	2.2176932714118
AFDN	AFDN	0.852956171769438	+	2.21437802367702
ANLN	ANLN	0.893389369934494	+	2.21079614288362
ABCE1	ABCE1	0.834339971706437	+	2.21061308875158
OTUB1	OTUB1	1.1235180426557	+	2.21059724491978
STK10	STK10	0.784396092401241	+	2.20959328153885
SCFD1	SCFD1	0.554630186363701	+	2.20497138559286
SEC23A	SEC23A	0.846658927694759	+	2.20128642234012
ARHGEF18	ARHGEF18	1.16132434392244	+	2.20009004356466
TARS	TARS	0.888750164468849	+	2.19293094095811
MSH2	MSH2	0.835071916145526	+	2.1923538919679
WNK1	WNK1	0.735100808096627	+	2.1874237333635
SNRPF	SNRPF	1.13409071845935	+	2.17961257001964
LMAN1	LMAN1	0.893061851913786	+	2.17954709846143
CCNL1	CCNL1	0.8619860657247	+	2.17892472971007
ZNF148	ZNF148	0.899262338776872	+	2.17771184455008
CRTC2	CRTC2	0.877201488055672	+	2.17490375048522
TXN	TXN	0.896668401365211	+	2.17379671883268
ATAD2	ATAD2	1.18526268707908	+	2.17060408966183
CLIP1	CLIP1	0.894216088131511	+	2.16914162985198
ARL3	ARL3	1.17673723410998	+	2.16610296382156
WDR77	WDR77	0.897808288290609	+	2.16510721282119
SLC2A3	SLC2A3	0.36464244665151	+	2.16193384660536
SNCA	SNCA	0.688912431236913	+	2.15836203523826
CXADR	CXADR	1.1776054846985	+	2.15728757171163
NELFA	NELFA	1.17405948231908	+	2.15586359406687
TBL1XR1	TBL1XR1	1.45511044895315	+	2.15154810401242
SASH1	SASH1	0.818504622564174	+	2.14962172362341
BCL9L	BCL9L	0.651581754233496	+	2.1452237020134
C11orf98	C11orf98	1.11692166047926	+	2.14457032484979
AP3D1	AP3D1	1.16566344099355	+	2.14272903200503
DPYSL4	DPYSL4	1.20470658847994	+	2.13868852939396
TNS1	TNS1	0.523223445310146	+	2.13445343571451
LTA4H	LTA4H	1.18899306331886	+	2.12949822034381
SOD1	SOD1	0.841804290976234	+	2.12383076506947
LIN28A	LIN28A	0.761386643443231	+	2.12138807538347
DOCK1	DOCK1	1.18852467844292	+	2.11758600905283
UQCRC1	UQCRC1	1.1607125936676	+	2.1124151044373
MAP3K11	MAP3K11	0.778826112909679	+	2.11001909972755
SH3BGRL	SH3BGRL	0.900217603407605	+	2.10530870595332
MAP4	MAP4	0.888425525255197	+	2.09615505990374
AKAP2	AKAP2	0.880457735102514	+	2.09576984159652
SPAG9	SPAG9	0.615336984145946	+	2.08526766419453
ARHGAP21	ARHGAP21	1.16680065751398	+	2.08096984541896
RAB1A	RAB1A	1.51100702347764	+	2.07801287327478
SLC25A22	SLC25A22	1.31461996268135	+	2.07783904399505
LASP1	LASP1	0.852128906263675	+	2.07481357131242
DLG5	DLG5	0.899677829402527	+	2.0736571734859
CDC42	CDC42	0.820844630316156	+	2.07314467539168
PRRC2C	PRRC2C	0.798013076577603	+	2.0687830235343
ZNF462	ZNF462	1.14639476948691	+	2.06844859935472
COPB2	COPB2	0.9000729866916	+	2.06394132013849
SALL2	SALL2	1.17250126142006	+	2.05916137515034
POLA2	POLA2	0.871454715882147	+	2.05637603589836
DCTN2	DCTN2	0.798885442569494	+	2.05530529130368
PALLD	PALLD	0.889437269793749	+	2.05520408036228
CCDC85C	CCDC85C	1.22728705631737	+	2.05212463302634
CRYZ	CRYZ	1.1741404197397	+	2.05197563883943
FAF2	FAF2	1.25041967730838	+	2.04886459744513
RPRD2	RPRD2	1.11750703707053	+	2.04713474246979
SFRP1	SFRP1	0.865910992452403	+	2.04069273250965
BTF3	BTF3	0.898586176733761	+	2.03983958605757
MAP1A	MAP1A	1.11081741376876	+	2.0385301826678
SNRPA1	SNRPA1	1.10747078465668	+	2.03706540944063
UBE2H	UBE2H	0.789291904677774	+	2.03665459333006
UBE2G1	UBE2G1	1.65333810817276	+	2.03414851225042
PRKRA	PRKRA	1.16449405642733	+	2.03144117155461
FKBP2	FKBP2	1.11805705280814	+	2.0309936222188
NOP58	NOP58	0.888121588108471	+	2.02957944224689
POU3F2	POU3F2	1.2686259474534	+	2.02925640450709
CTNND1	CTNND1	0.901034382180116	+	2.02923244126009
LAMP1	LAMP1	0.724288787984461	+	2.02378467311935
ZNF326	ZNF326	0.866539415387706	+	2.02124978960986
CDV3	CDV3	0.835233906559113	+	2.02027873955032
PSMB7	PSMB7	0.900575978732114	+	2.0179072076129
POU2F1	POU2F1	0.843943159328601	+	2.01299614536822
PLIN3	PLIN3	0.874550215116183	+	2.01299233880476
SORBS1	SORBS1	0.532168510906085	+	2.00820945112398
LAP3	LAP3	0.740898031001104	+	2.00023835385028
MIF	MIF	1.11641521651221	+	2.00022597782004
KLC4	KLC4	1.14779410656753	+	1.99776169352277
ABLIM1	ABLIM1	1.12633537675321	+	1.99574762141525
CIC	CIC	1.1315256158035	+	1.99493765894758
CAB39	CAB39	0.551159063830005	+	1.98677764351721
CTNNAL1	CTNNAL1	0.816572108450931	+	1.98552865038259
YWHAG	YWHAG	0.863906781306754	+	1.98551096477183
METAP2	METAP2	1.24457045665244	+	1.98489125560157
AKR1A1	AKR1A1	1.37351029015955	+	1.98322135176188
CTNNA1	CTNNA1	0.869187611194652	+	1.98276816608162
FAM127A	FAM127A	1.20543614402207	+	1.98158932958196
NSDHL	NSDHL	0.903095123759844	+	1.98149146525184
XPNPEP1	XPNPEP1	0.760090921159132	+	1.97949127576433
KMT2D	KMT2D	0.898126498033183	+	1.97763168239272
CD200	CD200	0.649866522501151	+	1.97577391724496
MCM5	MCM5	1.09961517880516	+	1.97166341866683
EPB41L1	EPB41L1	1.12989906989323	+	1.97096726815209
HN1	HN1	1.18305063475565	+	1.9702364998894
BAG3	BAG3	0.787305732053321	+	1.96804481459463
MVD	MVD	0.611807515109552	+	1.96773944211743
FASN	FASN	0.911067069422105	+	1.96402093450187
RBM12B	RBM12B	1.18490307209116	+	1.95534466808358
CEP170	CEP170	0.894324978563423	+	1.95159994905042
SPCS3	SPCS3	2.27090872736005	+	1.95109086399864
FADS2	FADS2	0.903304355456804	+	1.94906546852877
TUBB2B	TUBB2B	1.11979863175996	+	1.94575964257972
DENND4C	DENND4C	1.32469549282029	+	1.94244331987064
ANXA5	ANXA5	0.899974190033539	+	1.94177801944874
MGEA5	MGEA5	1.23895167581306	+	1.9404033116791
HIST2H3PS2	HIST2H3PS2	1.12579183869623	+	1.93652907539268
HIST3H2BB	HIST3H2BB	1.163835940708	+	1.93611834020631
CBX5	CBX5	0.900026799890987	+	1.93592543327479
GEMIN5	GEMIN5	1.26972052476126	+	1.9329756022509
SIK3	SIK3	0.658227903250084	+	1.9297254292633
BCCIP	BCCIP	0.781560872421336	+	1.92879536410951
PDCD4	PDCD4	1.15354511272014	+	1.92528497621355
DIDO1	DIDO1	1.31169566782848	+	1.92474979939195
EIF2A	EIF2A	0.817417874490063	+	1.92463401935921
TUBB4B	TUBB4B	1.0919005217757	+	1.92115370466363
PPIL1	PPIL1	1.10313947963907	+	1.92090947652158
MBD3	MBD3	0.850382513943683	+	1.91918318004174
TWF1	TWF1	0.746388291140678	+	1.91605915082208
SPECC1	SPECC1	1.20377369488411	+	1.91546496852637
MCM7	MCM7	1.13731880566021	+	1.91536700419788
PTPN21	PTPN21	1.13818100558259	+	1.91499066642848
PRRC1	PRRC1	1.23923578264994	+	1.91436276872134
PFN1	PFN1	0.913319081812983	+	1.91400431481746
HYOU1	HYOU1	0.906577837750026	+	1.90978453507507
ABL2	ABL2	1.1071008211897	+	1.90493446500243
YWHAB	YWHAB	0.914539802114774	+	1.90483715166022
SDCBP	SDCBP	0.886122241670694	+	1.90240812758517
SNX12	SNX12	0.87737794025166	+	1.90026605683869
LSM3	LSM3	1.22158494943536	+	1.89755819668843
PPIP5K2	PPIP5K2	3.25534018652428	+	1.89529284916855
PTPN14	PTPN14	0.754387766752574	+	1.89460286166627
UBE2M	UBE2M	0.845504566670366	+	1.89154053490618
KLF3	KLF3	0.887820554170463	+	1.89113758884326
SPOCK1	SPOCK1	1.16184593886394	+	1.89023752479188
RPA1	RPA1	1.13834212956271	+	1.88847253164039
TBCD	TBCD	1.21263321102809	+	1.88807246317517
SCD	SCD	1.14396083539275	+	1.88741183318469
ARHGDIA	ARHGDIA	0.839477965731263	+	1.88521077820748
TKT	TKT	0.918613182551333	+	1.88491253033894
KIF23	KIF23	1.14515522412427	+	1.88486028907946
PAPOLA	PAPOLA	0.880846191477097	+	1.88436900150714
CTTNBP2NL	CTTNBP2NL	0.86530135232499	+	1.88362791590116
PHB	PHB	0.911505624847457	+	1.87610297983173
PTPN1	PTPN1	0.766353131848019	+	1.87438586395866
VAMP3	VAMP3	0.691818899351557	+	1.87157126117184
CRKL	CRKL	1.12110974004416	+	1.87018486453318
ALS2	ALS2	1.58087335988687	+	1.8671416981012
DARS	DARS	1.09740613441163	+	1.86626879675355
ADH5	ADH5	0.914546483603857	+	1.86518446673282
WDCP	WDCP	1.08909344829485	+	1.86480288927538
ATP5J	ATP5J	1.15150257726778	+	1.86291325777762
TMEM189-UBE2V1	TMEM189-UBE2V1	1.08995555239	+	1.8621395493473
FARSA	FARSA	0.884492352162266	+	1.8606596640816
ARF4	ARF4	0.886497162548823	+	1.86031563115398
RAN	RAN	1.0872282250198	+	1.85981648040158
ATP5L	ATP5L	0.807746339711832	+	1.8592714765569
HNRNPD	HNRNPD	1.08832862519934	+	1.85625863215236
CCNB1	CCNB1	1.20613855760772	+	1.85592590383009
TNS3	TNS3	0.829618906486587	+	1.85339812759567
ADAR	ADAR	1.14057023026666	+	1.85297489896105
PDAP1	PDAP1	0.83633963599143	+	1.85250138553714
PSIP1	PSIP1	1.11051770818893	+	1.85151007280986
TAGLN2	TAGLN2	1.1075202949331	+	1.85101805609801
PEX19	PEX19	1.20507643937683	+	1.85083669732606
CCAR2	CCAR2	1.09677165031545	+	1.84914889948475
CDCA5	CDCA5	1.3224462798716	+	1.8491308027502
PDLIM7	PDLIM7	0.766738026911864	+	1.84856024231726
DDX18	DDX18	0.826890392588641	+	1.84790813779582
ITGAV	ITGAV	0.717132704079501	+	1.84417200238955
ZNF609	ZNF609	0.918584680189543	+	1.84173135999983
HIST1H1D	HIST1H1D	1.1757344841413	+	1.84095971007195
AARS	AARS	0.910765538346154	+	1.84065720472729
RPS6KA1	RPS6KA1	0.80069404831211	+	1.83832524121405
MORF4L1	MORF4L1	1.24793615487064	+	1.83624407792904
COX5B	COX5B	0.805852924767205	+	1.83527279366279
UFD1L	UFD1L	0.870276636203753	+	1.83422986659136
DNAJA1	DNAJA1	1.11111216726904	+	1.83401842049136
XXYLT1	XXYLT1	0.782055696929573	+	1.83361606036794
RBM25	RBM25	1.10855079960914	+	1.83008687400584
H2AFY	H2AFY	1.10339604280755	+	1.82973019738673
SLC4A1AP	SLC4A1AP	0.863009431855273	+	1.82967929031711
RPL27A	RPL27A	1.2244615875905	+	1.82790861310209
ABCD3	ABCD3	1.31695204538709	+	1.82459513907799
LARP4	LARP4	0.922063780292439	+	1.82079941101396
HPRT1	HPRT1	0.90268892609437	+	1.82055152779771
PRDX6	PRDX6	0.921126262678842	+	1.81506131653019
APMAP	APMAP	1.1550308865622	+	1.81463592402817
THOC1	THOC1	1.28190862526806	+	1.8140354858204
AJUBA	AJUBA	1.21094870229045	+	1.8136896049624
KYAT3	KYAT3	0.757884039756186	+	1.81279172603886
DENR	DENR	0.871953906857364	+	1.81169289567622
SLC12A2	SLC12A2	1.21021446840644	+	1.81131475972722
NIF3L1	NIF3L1	0.671677200852501	+	1.80630036807639
MDK	MDK	0.876981481874688	+	1.80321498886974
SIPA1L2	SIPA1L2	1.17398107301285	+	1.80188309751454
GPC4	GPC4	0.917484621609778	+	1.80098464294289
INTS1	INTS1	1.24005361339037	+	1.79667884397756
EPS15	EPS15	0.917674638015508	+	1.79619064824976
UCHL1	UCHL1	0.91816509969571	+	1.79084101518928
CALU	CALU	0.921765336311609	+	1.78763048261955
