gene_ID	gene_name	difference	significant	logpval
FOXP2	FOXP2	1.57427571918009	+	1.96813432280071
SORBS1	SORBS1	0.589731063706161	+	1.96693669990352
ELMSAN1	ELMSAN1	0.740603464345124	+	1.95836150122986
PPP1R13L	PPP1R13L	1.25504068141236	+	1.95549583452894
PTBP2	PTBP2	1.22722879284997	+	1.95390058799559
CDCA8	CDCA8	1.27672894539131	+	1.95081828583846
TXNDC5	TXNDC5	0.827056402218131	+	1.9468718216914
GNPDA1	GNPDA1	1.20491181212568	+	1.94469924068785
C9orf142	C9orf142	1.20462202993304	+	1.94218653463964
FABP7	FABP7	1.20377471729556	+	1.93990879420705
TPM1	TPM1	0.800086808727653	+	1.93765501980512
TPX2	TPX2	1.23952354556095	+	1.93670396870021
PIN4	PIN4	1.30072451704809	+	1.9354308750355
EPB41	EPB41	1.33324053718749	+	1.93029211713253
LRP1	LRP1	1.2023185933853	+	1.93012883525541
IRS1	IRS1	0.821789853429695	+	1.92198259187002
ASNS	ASNS	0.678325366619884	+	1.91807794913321
PALLD	PALLD	0.814702316800437	+	1.91626064798089
PRPF6	PRPF6	1.20742340957926	+	1.91616580912079
ARHGDIA	ARHGDIA	0.768554331130858	+	1.91606317597952
RPA2	RPA2	1.19762368463554	+	1.91173599163101
PRKRA	PRKRA	1.20443972348142	+	1.91129209919689
GSN	GSN	0.779282962632958	+	1.908518098633
MRPS35	MRPS35	0.807320619983164	+	1.90764635816773
CPNE3	CPNE3	1.2207655214045	+	1.90692790401073
VCAN	VCAN	0.800041375883147	+	1.90568411331194
PSMB6	PSMB6	0.836932467705728	+	1.89964229777131
ETV6	ETV6	0.828500408569604	+	1.89680033129084
FAM127A	FAM127A	1.20863381551237	+	1.89610855850674
NAV1	NAV1	1.26116573851338	+	1.89357451144848
EML4	EML4	0.827576285245052	+	1.89274029921857
ARR3	ARR3	0.74114293358299	+	1.89219916380669
GLS	GLS	0.801487501150205	+	1.88626099182713
SPOCK1	SPOCK1	1.22704988233975	+	1.88597165104656
ATF2	ATF2	1.41252060184091	+	1.88014910894655
PLOD1	PLOD1	0.756498701485997	+	1.8763026030183
PDCL3	PDCL3	0.714095392664734	+	1.87574208273074
ACLY	ACLY	0.840194354658492	+	1.87358591898038
RAPH1	RAPH1	0.840951668096925	+	1.8673945173627
ICAM1	ICAM1	0.41634	+	1.86063429438567
SLC2A1	SLC2A1	0.704407788216456	+	1.85923877274496
NEFM	NEFM	1.33779828262709	+	1.85762594766531
RFC1	RFC1	1.2725150547243	+	1.85708779652349
HIST3H2BB	HIST3H2BB	1.20113215342859	+	1.85623152690965
VCL	VCL	0.830710934531381	+	1.85527332426687
CCDC86	CCDC86	0.82766026055381	+	1.85516231617272
PGP	PGP	1.18956126365984	+	1.85414381170455
RAB1A	RAB1A	1.8056492682689	+	1.85274255115609
BPNT1	BPNT1	0.712103057323868	+	1.85086769185375
TACC2	TACC2	0.841535663890723	+	1.85043092441566
NUP107	NUP107	1.18456945343023	+	1.84781067451083
EML1	EML1	0.767077650176304	+	1.84776963610918
ZNF326	ZNF326	0.821125504292736	+	1.84465299421713
UBE2H	UBE2H	0.781848129642196	+	1.8381993961129
MSN	MSN	0.821368582854251	+	1.83780995497807
PCMT1	PCMT1	0.782092272401409	+	1.83194184077108
PCM1	PCM1	1.18827943683294	+	1.8316008240351
S100B	S100B	0.817249484245784	+	1.82908877893181
COL3A1	COL3A1	0.838825872902118	+	1.82752126099813
FLII	FLII	0.835103002629017	+	1.82469697027547
CTSB	CTSB	0.847824521053738	+	1.82340201565527
ITIH4	ITIH4	0.107529185398663	+	1.82220324516154
KPNA4	KPNA4	0.833968008978762	+	1.81908049200278
FLNC	FLNC	0.803737625410183	+	1.81775719917709
LTA4H	LTA4H	1.22297329488423	+	1.81566438642755
WDR1	WDR1	0.844912996349328	+	1.81459607459346
NCLN	NCLN	0.71746514117412	+	1.81278094776202
HDAC7	HDAC7	0.790812424978263	+	1.81001193207092
AKR7A2	AKR7A2	1.17719158912218	+	1.80944600538202
CCDC85C	CCDC85C	1.19258812672272	+	1.80800021677482
EIF3M	EIF3M	0.821832265847174	+	1.80734322183894
HDLBP	HDLBP	0.839839986723662	+	1.80675548551787
SNCA	SNCA	0.632418972517429	+	1.80550890708519
PPP1R18	PPP1R18	0.600128067832192	+	1.80469194436722
COTL1	COTL1	0.840711189410489	+	1.80347104376791
CAP1	CAP1	0.849061367040098	+	1.79927960814186
SH3BP4	SH3BP4	0.790187161025791	+	1.79848293566407
ZNF644	ZNF644	0.45491	+	1.7984343265453
TACC3	TACC3	1.18201709378503	+	1.79477130616671
MSI2	MSI2	1.20452344103384	+	1.79250577010142
AKAP2	AKAP2	0.849875634901955	+	1.78936845068655
EHD1	EHD1	1.20366735853391	+	1.78628132077903
MLEC	MLEC	0.825616712903149	+	1.78530750612007
PDAP1	PDAP1	0.847963879301471	+	1.77835110190695
PTPN13	PTPN13	1.19175548456888	+	1.77823107886364
LPP	LPP	0.610734153621688	+	1.77521262415627
PRKCSH	PRKCSH	0.855035350073317	+	1.77170325930339
TRIO	TRIO	0.704663790328409	+	1.77069575068234
TIMM13	TIMM13	0.834302146047821	+	1.76542445439903
RBM12B	RBM12B	1.20685500786134	+	1.76276035050358
TRMT112	TRMT112	1.22186169430096	+	1.75774111154469
DPYSL3	DPYSL3	1.34744749804955	+	1.75653046403563
EIF2B3	EIF2B3	0.795056057897806	+	1.75623876723962
EIF4EBP1	EIF4EBP1	0.790892368230342	+	1.75453703339577
HAUS6	HAUS6	1.16552046592928	+	1.75150198054663
CDV3	CDV3	0.809889181539672	+	1.75013575993316
EIF2A	EIF2A	0.856126672928721	+	1.74902613057485
FBXO22	FBXO22	0.445088603538665	+	1.74763161245421
DDX42	DDX42	0.83107220769317	+	1.74724896518812
FERMT2	FERMT2	0.816728739851855	+	1.74625873179826
DENND2A	DENND2A	0.652979196146401	+	1.7445406659234
RPAP3	RPAP3	2.0472	+	1.74320027382573
ATP6V0D1	ATP6V0D1	0.771873873051809	+	1.73944678363004
NDUFS3	NDUFS3	0.848455638763748	+	1.73943702579694
SCRIB	SCRIB	1.17918713209566	+	1.73636713739612
MIS18BP1	MIS18BP1	1.19655714865609	+	1.72147627995859
MYEF2	MYEF2	1.21269402158995	+	1.7213466526254
EPB41L2	EPB41L2	0.839673923317856	+	1.72104615837783
PSIP1	PSIP1	1.16378394902147	+	1.7209237626443
SERPINH1	SERPINH1	0.86295624967318	+	1.71532715044564
RFC2	RFC2	1.23203786873618	+	1.70758969990305
CNN2	CNN2	0.859467301414079	+	1.70716578008031
NAA50	NAA50	0.862913516871766	+	1.70535086239546
BIN1	BIN1	0.828797879159931	+	1.70442006698938
STK10	STK10	0.714569134793828	+	1.70260938744115
CYC1	CYC1	1.21649839703963	+	1.69404232272924
ARF1	ARF1	0.865624039927265	+	1.69229541100486
CPNE1	CPNE1	0.8378815398969	+	1.6878427717814
EMSY	EMSY	1.20733424949349	+	1.68719697010736
DOCK6	DOCK6	0.824413691070812	+	1.68602479598445
NCOA6	NCOA6	0.802307894202718	+	1.68522892941861
TAX1BP3	TAX1BP3	0.842729155245029	+	1.67596755993977
ARF4	ARF4	0.858463058902362	+	1.6726165491274
BCAP31	BCAP31	0.784790109742726	+	1.67192037214871
GIGYF1	GIGYF1	1.20405159773159	+	1.67025927589385
KIAA1217	KIAA1217	0.804892254528518	+	1.66921937172735
STMN1	STMN1	1.193014260183	+	1.66771551892754
PRTG	PRTG	0.738823995414334	+	1.6665410745613
MAP3K11	MAP3K11	0.704147472817307	+	1.66593715796116
SMNDC1	SMNDC1	0.855005543987874	+	1.6658194935513
MSI1	MSI1	1.21007803880576	+	1.66068769154278
SPRY1	SPRY1	0.53865	+	1.65772158959507
ASMTL	ASMTL	0.856339701929088	+	1.65732876008267
PARP1	PARP1	1.17168225214859	+	1.65721697626849
GTSE1	GTSE1	1.50964103017903	+	1.65615039084529
PYM1	PYM1	0.83330239799247	+	1.65213583434344
MKI67	MKI67	1.18253399528301	+	1.6501534064757
RCC1	RCC1	1.21854120775623	+	1.64704859619381
NELFA	NELFA	1.16750845821347	+	1.64602027073195
IRF2BPL	IRF2BPL	1.1492369555492	+	1.64542482863876
FIP1L1	FIP1L1	1.15308737743503	+	1.64237456165163
CTTNBP2NL	CTTNBP2NL	0.850779669215244	+	1.64170525411454
NAE1	NAE1	1.15946375428471	+	1.64082251387066
FUBP3	FUBP3	0.868173038800445	+	1.63904282977793
HMGB2	HMGB2	1.18382042557138	+	1.63830121115266
ARPC5	ARPC5	0.758025829441187	+	1.63268097269622
CARM1	CARM1	1.2900093836868	+	1.63008721089927
CYP51A1	CYP51A1	0.855810086058817	+	1.62539322205876
SFXN1	SFXN1	1.19213634119592	+	1.62448955200835
CLASP2	CLASP2	1.15476664634029	+	1.62349243887725
TBCD	TBCD	1.37963935504899	+	1.62330584230595
PRPS2	PRPS2	0.873439699192222	+	1.62189369998556
TANC2	TANC2	0.845653417186971	+	1.62160786067915
CASP3	CASP3	0.680783650214956	+	1.61751268464458
CHCHD3	CHCHD3	0.873283943514365	+	1.61207320273767
IDH2	IDH2	1.18987533800815	+	1.61184385496666
H2AFY	H2AFY	1.15107049740665	+	1.60960229577949
PPFIBP1	PPFIBP1	0.798465017173577	+	1.60908049112171
CRTAP	CRTAP	0.767473212757292	+	1.60904486195692
TUBB2B	TUBB2B	1.14732406930213	+	1.60744177711537
PLCG1	PLCG1	1.30844724960542	+	1.60634661973866
LSM3	LSM3	1.15534447027716	+	1.60485876649609
AKAP1	AKAP1	1.46078104451009	+	1.60428389039765
SON	SON	1.16449164874635	+	1.60180623307193
MAP1B	MAP1B	1.14237128377774	+	1.60142635727012
TJP1	TJP1	0.859434570211718	+	1.59860408668904
FKBP1A	FKBP1A	0.862986465247283	+	1.59835254890156
AP2S1	AP2S1	0.846420940401406	+	1.59670810255303
CDC42EP4	CDC42EP4	1.21776877115485	+	1.59648006320709
PRDX5	PRDX5	0.859732455214993	+	1.59598501829635
TIMELESS	TIMELESS	1.28658196493655	+	1.59519503400605
SUCLG2	SUCLG2	0.774913959998141	+	1.59491299729164
RPRD2	RPRD2	1.15909109758466	+	1.59203510965363
HIST1H2BN	HIST1H2BN	1.15054641366613	+	1.58903168291573
SRGAP2	SRGAP2	1.15431489421215	+	1.58560658486332
KIF23	KIF23	1.29568789837677	+	1.58097341228446
SLC12A2	SLC12A2	1.14815812826457	+	1.58016213839368
ASNA1	ASNA1	1.14445495324194	+	1.5801564004624
PLEC	PLEC	0.872726058179198	+	1.57800180467059
CUL2	CUL2	0.731607694874787	+	1.57732058806685
ZYX	ZYX	0.746647441986511	+	1.57652453000882
CHMP7	CHMP7	0.584323	+	1.57568916629971
RACGAP1	RACGAP1	1.15105936423801	+	1.57509181936826
TRAFD1	TRAFD1	1.15810818147529	+	1.57277581694803
SPARC	SPARC	0.829084381162437	+	1.57018025289105
LARP4	LARP4	0.877484545419462	+	1.56962455973658
DEK	DEK	1.17333649265673	+	1.5690286984368
ITGB1	ITGB1	0.878739834592697	+	1.56877283755873
ANXA5	ANXA5	0.875707509024846	+	1.5686977770511
CTNND2	CTNND2	1.32053231539406	+	1.56822734307291
ARL3	ARL3	1.13776738912222	+	1.56788429424254
OTUB1	OTUB1	1.13504576669842	+	1.56748175716502
RAF1	RAF1	1.22052505402388	+	1.56592773927519
KDM2B	KDM2B	1.13533739478624	+	1.56479846426846
RPL27A	RPL27A	1.15673838334344	+	1.56450234781905
CEP170	CEP170	0.868923861451623	+	1.56369409927593
SLIRP	SLIRP	0.872638483995521	+	1.55684724800797
NRAS	NRAS	1.14938755430882	+	1.55537043214871
ALDOA	ALDOA	0.878386200796665	+	1.54994139476823
TNIK	TNIK	0.883594749758055	+	1.54752006637398
BAIAP2	BAIAP2	1.13134981327616	+	1.54494392413591
ZMYM2	ZMYM2	1.14526564604025	+	1.5427876713689
MAGED2	MAGED2	0.884817131530578	+	1.53678609009309
PLIN3	PLIN3	0.876692962216533	+	1.53473687337817
CLIC1	CLIC1	0.874013927348987	+	1.53275368334214
SNRPF	SNRPF	1.14008009587046	+	1.5313901022504
MT-CO2	MT-CO2	1.12933648716846	+	1.53070997559501
AP3M1	AP3M1	1.14326532353606	+	1.53020761364961
ANLN	ANLN	0.877396909813341	+	1.52989132427119
AARS	AARS	0.883115111409606	+	1.52762950049412
RAB7A	RAB7A	0.885626230133232	+	1.52552416170206
ZC3HC1	ZC3HC1	0.884853833974855	+	1.52365645830891
TFRC	TFRC	0.85647634619994	+	1.52252095759681
NCOR1	NCOR1	1.15586204194099	+	1.5222204409364
HMGA2	HMGA2	0.886476854241694	+	1.52198709042504
CCNYL1	CCNYL1	1.12893586177426	+	1.52071213395507
SEC11A	SEC11A	1.27988381308617	+	1.51536985382856
AKIRIN2	AKIRIN2	1.21968432391336	+	1.51516445767499
MYO18A	MYO18A	0.616795	+	1.51409454606808
FARSA	FARSA	0.859653569177724	+	1.51368098854034
NUSAP1	NUSAP1	1.24675765487925	+	1.51352328755508
MYO1B	MYO1B	0.860592789128517	+	1.51238454842178
TPM3	TPM3	0.870252512880601	+	1.51180557762057
MFGE8	MFGE8	0.887949414156009	+	1.50893339274075
RP1-34B20.21	RP1-34B20.21	1.18779032661493	+	1.50857796158815
ADH5	ADH5	0.887171770403004	+	1.50702919045725
CTNND1	CTNND1	0.877617244987814	+	1.50573463562425
PPIP5K2	PPIP5K2	2.81781000601531	+	1.50555848457779
PHLDB1	PHLDB1	0.88849719391791	+	1.50422439553437
XPNPEP1	XPNPEP1	0.710747138228498	+	1.50319948742204
SIPA1L2	SIPA1L2	1.18734552679496	+	1.50149142467692
ITSN1	ITSN1	0.880291683704896	+	1.50129881846701
USP24	USP24	1.16126936255117	+	1.50064091553629
FHOD1	FHOD1	0.887080224176483	+	1.49992185336331
MYL9	MYL9	0.802176161295011	+	1.49894664675699
PSME1	PSME1	1.12736565496737	+	1.49889706853797
AMOTL2	AMOTL2	0.883923625433781	+	1.49354203052077
UGGT1	UGGT1	0.866742511158879	+	1.49348522621362
ZNF521	ZNF521	1.12383527262673	+	1.49136713297031
TRIM24	TRIM24	1.13539019724498	+	1.49103780639933
RARS	RARS	0.889447449150314	+	1.4906107061798
SNTB2	SNTB2	0.887620860953594	+	1.48882210137942
TMOD3	TMOD3	0.850530265422695	+	1.48847201348149
NXN	NXN	1.18352785349564	+	1.48781657357275
BANF1	BANF1	1.14459327273927	+	1.48644067155984
DLGAP5	DLGAP5	1.17293856552677	+	1.48607472135517
PTPN14	PTPN14	0.656085423363452	+	1.48595976989359
MYO5A	MYO5A	1.58335	+	1.48496691269565
RPA1	RPA1	1.19584045758621	+	1.48244121323227
YWHAG	YWHAG	0.869669723860731	+	1.48113338330347
FADS2	FADS2	0.888898239451514	+	1.48071906476163
PUM3	PUM3	1.26645809247681	+	1.47615388948949
P4HA1	P4HA1	0.662956124453195	+	1.46918159152091
PDZD8	PDZD8	1.16300695397749	+	1.46814223850112
PCNA	PCNA	1.12617087513396	+	1.46728597138213
YAP1	YAP1	0.889651818838415	+	1.46719091793799
MYL6	MYL6	0.892754814828797	+	1.4655237828531
PIK3C2A	PIK3C2A	1.39758953201575	+	1.46365343247763
CTTN	CTTN	0.890644710981882	+	1.46264225158641
GOT2	GOT2	1.13010426067686	+	1.46212822085174
PPAT	PPAT	1.22995882857923	+	1.46067587995742
H2AFY2	H2AFY2	1.15640964141173	+	1.45929946769845
USP1	USP1	0.829691314887651	+	1.45859864532335
CENPF	CENPF	1.28645757800248	+	1.4576793551285
LUC7L3	LUC7L3	0.887713828888567	+	1.4576239941672
NDRG3	NDRG3	1.13924991990344	+	1.45548715508684
ECI2	ECI2	1.17216141379931	+	1.45489233825647
ABCE1	ABCE1	0.853509470773465	+	1.45096854190325
CDCA5	CDCA5	1.54235	+	1.45091973971686
RAC1	RAC1	0.891333042695041	+	1.44871682689418
LSM12	LSM12	0.892088634946102	+	1.44714162582894
SMARCC2	SMARCC2	1.14056917041449	+	1.44677343859408
FAM193A	FAM193A	1.26894315830143	+	1.44660369862964
G6PD	G6PD	0.890678581756629	+	1.44369942594542
HN1	HN1	1.2040292168382	+	1.44258604959107
TUBB4B	TUBB4B	1.11638483900042	+	1.43619182108048
MEPCE	MEPCE	0.728038402575716	+	1.4346358658799
MCM2	MCM2	1.1162265798215	+	1.43045364331149
ARMCX3	ARMCX3	0.658485	+	1.42985269064728
MTA2	MTA2	1.12478926026167	+	1.42983982398224
PHB	PHB	0.892012152383587	+	1.42914670815634
MKL2	MKL2	1.26719771937926	+	1.42834921309407
FEZ1	FEZ1	1.31249483046601	+	1.42740655440041
ADAR	ADAR	1.16913768436399	+	1.42633269403224
CCNL1	CCNL1	0.892176982974791	+	1.42439969980082
MCM7	MCM7	1.13995794330317	+	1.4243858106418
PSMD10	PSMD10	1.23087790621166	+	1.42406402832556
CCNB1	CCNB1	1.22157879402026	+	1.42262657746182
ANP32E	ANP32E	1.11498469440168	+	1.42200257855521
KARS	KARS	0.85338548112796	+	1.42079343794932
TBC1D5	TBC1D5	1.5088	+	1.42078797580867
DLG5	DLG5	0.897564243940232	+	1.41986819996696
ATP5J	ATP5J	1.114739879972	+	1.4195425863867
HAT1	HAT1	1.148836089266	+	1.41946291506985
PNN	PNN	1.14202606143643	+	1.41678291921907
SGPL1	SGPL1	1.41917905847007	+	1.41583028104023
RSU1	RSU1	0.66731	+	1.41113239182251
POU3F2	POU3F2	1.21728358240798	+	1.40941241791559
COPB1	COPB1	0.893897437517302	+	1.40740034895686
COPE	COPE	0.855307046007456	+	1.40610816833112
LATS1	LATS1	0.89862223802608	+	1.40492928230805
CSTF1	CSTF1	1.491	+	1.40386853594489
HSPB11	HSPB11	0.877236872543556	+	1.40358702328107
OXSR1	OXSR1	0.894865252244716	+	1.40334179854561
SQSTM1	SQSTM1	0.598236071338063	+	1.40319569438085
SH3BGRL	SH3BGRL	0.895198423591105	+	1.40223966157166
ZNF592	ZNF592	0.863646242856414	+	1.4005598553367
WDR82	WDR82	1.68398231656392	+	1.40017219263461
UMPS	UMPS	1.48535	+	1.39835224472225
CBL	CBL	0.893638093109425	+	1.39641319053146
SEC31A	SEC31A	0.896895700123487	+	1.39571275797884
GNB1	GNB1	1.11233012186131	+	1.39557591452759
ZNF106	ZNF106	0.886628108735562	+	1.39491532261558
YEATS2	YEATS2	1.13039409057196	+	1.39479974788022
DOCK1	DOCK1	1.19439748408978	+	1.39336174103155
MRPL19	MRPL19	0.675985	+	1.39238702420654
PI4K2A	PI4K2A	0.836122614453167	+	1.39190844409345
GPC4	GPC4	0.897429721705271	+	1.39163439682893
PREP	PREP	0.804500042503107	+	1.39138098367213
VBP1	VBP1	0.89783771376012	+	1.39128860322726
PALM	PALM	1.27533008550728	+	1.39102772084719
BRD8	BRD8	0.884585884581028	+	1.39038654493184
MAD2L1	MAD2L1	1.11133407218532	+	1.38989122953973
SAAL1	SAAL1	1.20661543687291	+	1.38816978179321
COPB2	COPB2	0.875758804294881	+	1.38594093138954
ARHGAP32	ARHGAP32	0.900290976518147	+	1.38455040497892
SQLE	SQLE	0.734616629746428	+	1.38303310012655
VASP	VASP	0.787599422104918	+	1.3821719052511
PGM2L1	PGM2L1	1.1140623815568	+	1.38021982227545
ACADVL	ACADVL	0.86472992309738	+	1.37878251304202
PSMG1	PSMG1	0.847516255183344	+	1.37736410350421
STAT3	STAT3	1.11186113566398	+	1.37526713314005
SSR4	SSR4	0.902099406440332	+	1.37411118108112
ANKHD1	ANKHD1	1.11764043541517	+	1.37133808766867
POLR2B	POLR2B	0.902064443429625	+	1.3711230524214
ABHD10	ABHD10	1.31667672569997	+	1.37043453599496
IFITM3	IFITM3	1.4672104143578	+	1.36960910157987
SEH1L	SEH1L	1.14319532397137	+	1.36705509229835
UQCRC1	UQCRC1	1.11291820791108	+	1.36182866946705
DDT	DDT	1.13759102954445	+	1.36041629960772
NAT10	NAT10	1.82746465642978	+	1.35981392334197
LAMB1	LAMB1	0.509999607842987	+	1.35897268177997
BZW2	BZW2	0.90345637230029	+	1.35856981384523
CSNK1E	CSNK1E	0.903944996003629	+	1.3577801650217
GTF2I	GTF2I	1.11510714283427	+	1.35536802931205
FKBP5	FKBP5	1.11505633489972	+	1.35460463416241
HIBADH	HIBADH	1.14479088046682	+	1.35033767583102
